chr	start	end	raw	cor	N	Ns
chr1	1	1000000	14747	15466.2259031754	NA	NA
chr1	1000001	2000000	10560	10802.8259210534	NA	NA
chr1	2000001	3000000	8681	8872.34090393425	1.21710791074201	1
chr1	3000001	4000000	6501	6557.61847793852	NA	NA
chr1	4000001	5000000	5453	5603.37785139797	NA	NA
chr1	5000001	6000000	5779	5900.87670751706	1.63641707409035	2
chr1	6000001	7000000	8788	8920.03434842539	1.41533320047838	1
chr1	7000001	8000000	6704	6795.63919453835	1.72354927481764	2
chr1	8000001	9000000	8286	8352.25846641406	2.11274884931625	2
chr1	9000001	10000000	9917	10102.8417744408	1.77572927246363	2
chr1	10000001	11000000	9214	9270.73690988852	2.0051150336178	2
chr1	11000001	12000000	8678	9222.95685148361	1.70986317084262	2
chr1	12000001	13000000	7910	8016.88918348338	1.54036334493158	2
chr1	13000001	14000000	8661	8949.21853204298	1.69069555436735	2
chr1	14000001	15000000	5055	5144.37319552587	1.64337116958022	2
chr1	15000001	16000000	7628	7715.18935489972	1.73246098099077	2
chr1	16000001	17000000	10257	11022.845241703	NA	NA
chr1	17000001	18000000	10072	10253.3614574595	NA	NA
chr1	18000001	19000000	6738	6778.0378696963	1.79289390078497	2
chr1	19000001	20000000	7809	7885.59276250218	1.85298606118834	2
chr1	20000001	21000000	6892	6991.76550194729	1.69649564132613	2
chr1	21000001	22000000	8422	8614.27051796089	1.87835625257352	2
chr1	22000001	23000000	8566	8610.42981786016	NA	NA
chr1	23000001	24000000	7968	8024.7672031954	1.87145837292044	2
chr1	24000001	25000000	7900	7949.11759763579	1.76354685589492	2
chr1	25000001	26000000	8202	8275.07720681337	NA	NA
chr1	26000001	27000000	9063	9090.66288716564	1.81756667430266	2
chr1	27000001	28000000	9843	10069.524012178	1.83766684743043	2
chr1	28000001	29000000	11124	11149.0966164837	NA	NA
chr1	29000001	30000000	8006	8045.53576273809	2.03057783389757	2
chr1	30000001	31000000	5701	5724.01052229964	NA	NA
chr1	31000001	32000000	8377	8450.41722484949	NA	NA
chr1	32000001	33000000	9505	9524.27713692514	NA	NA
chr1	33000001	34000000	8274	8386.84499946784	1.86892292792912	2
chr1	34000001	35000000	4840	4868.14762959431	1.54818873201377	2
chr1	35000001	36000000	7396	7442.02146071305	2.03510838999608	2
chr1	36000001	37000000	8296	8422.86519557576	1.93873875030604	2
chr1	37000001	38000000	6249	6305.11552820099	NA	NA
chr1	38000001	39000000	6895	6967.6305811782	1.70559114593831	2
chr1	39000001	40000000	7434	7542.59067799104	NA	NA
chr1	40000001	41000000	8086	8128.11991741203	1.91525971624576	2
chr1	41000001	42000000	6639	6688.0029979661	1.68073950023637	2
chr1	42000001	43000000	5066	5106.80850677766	NA	NA
chr1	43000001	44000000	7674	7832.45846725095	NA	NA
chr1	44000001	45000000	7348	7382.21657381965	1.9136202958056	2
chr1	45000001	46000000	9253	9375.19630868743	2.13407565843095	2
chr1	46000001	47000000	8631	8672.41947541458	NA	NA
chr1	47000001	48000000	6368	6592.84911921068	1.48370352864883	1
chr1	48000001	49000000	5096	5115.16139458411	1.46438314686966	1
chr1	49000001	50000000	4588	4615.5873656847	1.77578677771236	2
chr1	50000001	51000000	5176	5265.16022322001	1.87048053733141	2
