chr	start	end	raw	cor	N	Ns
chr1	1	1000000	12110	12700.6167822238	NA	NA
chr1	1000001	2000000	10267	10503.0884215394	NA	NA
chr1	2000001	3000000	8727	8919.3548057406	1.63412272349002	2
chr1	3000001	4000000	6616	6673.62003538552	NA	NA
chr1	4000001	5000000	5518	5670.17036200513	NA	NA
chr1	5000001	6000000	5092	5199.3881631211	1.60180286027945	2
chr1	6000001	7000000	8254	8378.01132361211	1.75208195586845	2
chr1	7000001	8000000	6214	6298.94122238385	1.7564125534194	2
chr1	8000001	9000000	8269	8335.12252700674	2.43442171295349	2
chr1	9000001	10000000	9737	9919.46862536356	2.06422686294466	2
chr1	10000001	11000000	8821	8875.31693967079	2.13986984645675	2
chr1	11000001	12000000	8512	9046.53246368155	1.95540679668488	2
chr1	12000001	13000000	7725	7829.38924682796	1.79810533920684	2
chr1	13000001	14000000	7815	8075.06556147279	2.06888929647995	2
chr1	14000001	15000000	4655	4737.30113257625	1.73674208442652	2
chr1	15000001	16000000	7149	7230.71430233064	1.81279297210683	2
chr1	16000001	17000000	12541	13477.3815127423	NA	NA
chr1	17000001	18000000	9136	9300.50737443908	NA	NA
chr1	18000001	19000000	5910	5945.11781090904	1.77944991522863	2
chr1	19000001	20000000	7185	7255.47240345476	1.90734907853211	2
chr1	20000001	21000000	6728	6825.39151147727	1.82087595361638	2
chr1	21000001	22000000	8203	8390.27084526634	2.11077106539577	2
chr1	22000001	23000000	8576	8620.48168549717	NA	NA
chr1	23000001	24000000	7834	7889.81253386456	2.03565804608842	2
chr1	24000001	25000000	7595	7642.22128532201	1.93439698001211	2
chr1	25000001	26000000	8165	8237.7475486017	NA	NA
chr1	26000001	27000000	8983	9010.41870411663	2.05012320262585	2
chr1	27000001	28000000	9719	9942.67031132353	2.1175211559627	2
chr1	28000001	29000000	10917	10941.6296082482	NA	NA
chr1	29000001	30000000	7564	7601.35304888221	2.40622322375636	2
chr1	30000001	31000000	5559	5581.43737826061	NA	NA
chr1	31000001	32000000	7669	7736.21221169521	NA	NA
chr1	32000001	33000000	9220	9238.69912703311	NA	NA
