chr	start	end	raw	cor	N	Ns
chr1	1	500000	4169	4382.83870018187	NA	NA
chr1	500001	1000000	3812	3988.34883195366	NA	NA
chr1	1000001	1500000	2739	2777.51862833779	1.5186772743853	2
chr1	1500001	2000000	2647	2731.93024753538	NA	NA
chr1	2000001	2500000	2243	2290.18701322039	1.52058193873043	2
chr1	2500001	3000000	2532	2590.35552936555	1.43277118350638	1
chr1	3000001	3500000	2147	2162.22204318402	1.63612088419747	2
chr1	3500001	4000000	1696	1713.52594334857	NA	NA
chr1	4000001	4500000	1835	1901.2194742895	NA	NA
chr1	4500001	5000000	1583	1613.40296548153	1.57399658081265	2
chr1	5000001	5500000	1404	1425.62096759454	1.59237548765943	2
chr1	5500001	6000000	1619	1662.46003010706	1.56679878593541	2
chr1	6000001	6500000	2318	2373.49710941228	1.50688016972101	2
chr1	6500001	7000000	2141	2154.40470608124	1.76659426200171	2
chr1	7000001	7500000	1712	1734.55968324022	1.7644446654425	2
chr1	7500001	8000000	1837	1863.01514346332	1.67514633010179	2
chr1	8000001	8500000	2180	2198.49372925045	2.03176976407205	2
chr1	8500001	9000000	1833	1846.76579221517	1.9250010202639	2
chr1	9000001	9500000	2175	2190.34997260804	1.61372507973872	2
chr1	9500001	10000000	2480	2556.12656124706	1.88519582125943	2
chr1	10000001	10500000	2227	2240.92961850865	2.03035625242913	2
chr1	10500001	11000000	2192	2205.28463463907	1.70513411039209	2
chr1	11000001	11500000	1994	2230.34522254237	1.81352034943551	2
chr1	11500001	12000000	2160	2186.69074726107	1.49593000489358	1
chr1	12000001	12500000	2101	2113.96707403211	1.87308351793169	2
chr1	12500001	13000000	1933	1973.52031919368	1.28465113684339	1
chr1	13000001	13500000	1925	2016.14170177022	NA	NA
chr1	13500001	14000000	2151	2193.12108353028	1.63933770783239	2
chr1	14000001	14500000	1381	1416.45674524702	1.64993383989985	2
chr1	14500001	15000000	1224	1236.00656779961	1.41328223731834	1
chr1	15000001	15500000	1629	1646.66875574919	1.45345902001151	1
chr1	15500001	16000000	2021	2045.28158295282	1.80592626745957	2
chr1	16000001	16500000	2512	2662.68676966911	NA	NA
chr1	16500001	17000000	2576	2807.21331769896	1.60868398694796	2
chr1	17000001	17500000	2526	2595.93981037102	1.46441626374417	1
chr1	17500001	18000000	2307	2326.62273615675	NA	NA
chr1	18000001	18500000	1695	1702.41914262355	1.63114378756709	2
chr1	18500001	19000000	2073	2088.57239578296	2.08528539118011	2
chr1	19000001	19500000	1895	1909.87024976467	1.79161894078679	2
chr1	19500001	20000000	2124	2149.01452911894	1.89222312814036	2
chr1	20000001	20500000	1746	1776.19532044761	1.6770263628161	2
chr1	20500001	21000000	1735	1755.25209871497	1.62623734412458	2
chr1	21000001	21500000	1767	1777.28336152981	2.05600926085807	2
chr1	21500001	22000000	2342	2436.67455308559	1.62764856368827	2
chr1	22000001	22500000	2342	2350.84859410822	1.7782929575775	2
chr1	22500001	23000000	2000	2013.19852955979	NA	NA
chr1	23000001	23500000	1889	1900.61274386502	1.81371250726819	2
chr1	23500001	24000000	2182	2199.68103616872	1.92140175959748	2
chr1	24000001	24500000	2022	2041.85912181881	1.69229039961061	2
chr1	24500001	25000000	1673	1677.41495616463	1.67471216753655	2
chr1	25000001	25500000	1981	1992.35643166046	NA	NA
chr1	25500001	26000000	2020	2044.45578004085	1.32295332384082	1
chr1	26000001	26500000	2098	2107.54295449797	1.81593195937931	2
chr1	26500001	27000000	2395	2398.7372326084	1.86716684474872	2
chr1	27000001	27500000	2169	2255.47490797163	1.71462744125996	2
chr1	27500001	28000000	2619	2636.53825245533	1.99186723205817	2
chr1	28000001	28500000	2378	2384.05072072921	NA	NA
chr1	28500001	29000000	2722	2727.35652822143	2.25380539104627	2
chr1	29000001	29500000	2320	2323.37819189101	2.1137538572103	2
chr1	29500001	30000000	1693	1707.29690427641	1.80872170007604	2
chr1	30000001	30500000	1442	1442	1.44769510439189	1
chr1	30500001	31000000	1900	1915.39981450865	NA	NA
chr1	31000001	31500000	1792	1800.78060623601	NA	NA
chr1	31500001	32000000	2357	2386.83544303797	2.12357641868817	2
chr1	32000001	32500000	2160	2163.44420317145	1.86637113892088	2
chr1	32500001	33000000	2219	2224.46328182015	NA	NA
chr1	33000001	33500000	2378	2416.57334371234	2.0491653458634	2
chr1	33500001	34000000	1690	1708.70692339735	1.6734832503752	2
chr1	34000001	34500000	1271	1281.96076453679	1.44191593123882	1
chr1	34500001	35000000	1427	1431.31398033673	1.64865627444403	2
chr1	35000001	35500000	1578	1588.37206961458	1.63741001607031	2
chr1	35500001	36000000	2023	2034.87962726397	2.21543353941524	2
chr1	36000001	36500000	1942	1947.42552751967	2.02463642038888	2
chr1	36500001	37000000	2174	2235.10325272294	1.81419454562194	2
chr1	37000001	37500000	1752	1768.10745895104	NA	NA
chr1	37500001	38000000	1696	1710.86743803654	1.65903278512144	2
chr1	38000001	38500000	1987	1993.29882428474	1.71902965612014	2
chr1	38500001	39000000	1481	1507.66762495012	1.65696097491012	2
chr1	39000001	39500000	1656	1694.30137692681	NA	NA
chr1	39500001	40000000	1970	1982.2662636394	1.88688300512457	2
chr1	40000001	40500000	2105	2112.40609577178	1.74085787135627	2
chr1	40500001	41000000	1737	1748.9946050011	1.85693490716265	2
chr1	41000001	41500000	1752	1761.64677775499	1.66929736001562	2
chr1	41500001	42000000	2045	2063.94286763919	2.12375560390567	2
chr1	42000001	42500000	1320	1325.64193206286	1.45584995941039	1
