chr	start	end	raw	cor	N	Ns
chr1	10001	20000	255	255	NA	NA
chr1	20001	30000	158	169.128666238493	NA	NA
chr1	30001	40000	156	170.640997593524	NA	NA
chr1	90001	100000	69	77.5193798449612	NA	NA
chr1	100001	110000	74	96.1663417803769	NA	NA
chr1	110001	120000	144	160.284951024043	NA	NA
chr1	120001	130000	67	99.0831115054717	NA	NA
chr1	130001	140000	158	197.72243774246	NA	NA
chr1	140001	150000	190	428.797111261566	NA	NA
chr1	150001	160000	347	447.741935483871	NA	NA
chr1	160001	170000	195	375.216471040985	NA	NA
chr1	170001	180000	166	205.929785386428	NA	NA
chr1	230001	240000	143	152.484538281083	NA	NA
chr1	240001	250000	61	84.1263274031168	NA	NA
chr1	250001	260000	123	137.246150412854	NA	NA
chr1	260001	270000	128	128	NA	NA
chr1	310001	320000	48	51.8246599006694	NA	NA
chr1	320001	330000	261	295.482848409374	NA	NA
chr1	330001	340000	155	219.671201814059	NA	NA
chr1	340001	350000	178	184.743124026985	NA	NA
chr1	350001	360000	207	243.100411039342	NA	NA
chr1	380001	390000	110	122.822688700313	NA	NA
chr1	390001	400000	143	167.781297665141	NA	NA
chr1	400001	410000	177	217.578365089121	NA	NA
chr1	410001	420000	88	111.703478040112	NA	NA
chr1	420001	430000	128	128	NA	NA
chr1	430001	440000	169	187.029659141213	NA	NA
chr1	440001	450000	127	146.905725853094	NA	NA
chr1	450001	460000	154	184.851758492378	NA	NA
chr1	460001	470000	133	162.432828529555	NA	NA
chr1	520001	530000	107	125.749206722294	NA	NA
chr1	530001	540000	145	162.683720408392	NA	NA
chr1	540001	550000	214	228.608054695011	NA	NA
chr1	550001	560000	155	163.622928322601	NA	NA
chr1	560001	570000	1165	1281.06443809105	NA	NA
chr1	570001	580000	145	180.438028870085	NA	NA
chr1	580001	590000	131	179.03512368457	NA	NA
chr1	590001	600000	111	130.480780533678	NA	NA
chr1	600001	610000	111	124.31403292642	NA	NA
chr1	620001	630000	128	128	NA	NA
chr1	630001	640000	214	255.461382356452	NA	NA
chr1	640001	650000	150	155.26343028672	NA	NA
chr1	650001	660000	130	211.898940505297	NA	NA
chr1	660001	670000	194	241.985780217039	NA	NA
chr1	670001	680000	221	299.823633156966	NA	NA
chr1	680001	690000	448	589.939425862523	NA	NA
chr1	690001	700000	291	352.087114337568	NA	NA
chr1	700001	710000	194	252.571279781278	NA	NA
chr1	710001	720000	214	228.120669438226	NA	NA
chr1	800001	810000	76	78.6017168269728	1.926066180785	2
chr1	920001	930000	187	201.4434988689	3.77534183460555	4
chr1	930001	940000	102	102	1.86943700536962	2
chr1	940001	950000	153	153	2.44703640957464	2
chr1	960001	970000	177	177	2.71246651543113	3
chr1	970001	980000	89	89	2.76351236240783	3
chr1	980001	990000	100	109.217999126256	2.89707573442601	3
chr1	990001	1000000	151	151	3.20244355521872	3
chr1	1000001	1010000	102	105.875025949761	1.83741600343548	2
chr1	1010001	1020000	208	208	4.91765060010402	5
chr1	1070001	1080000	126	126	2.00069220170872	2
chr1	1080001	1090000	94	101.271277741866	1.83835500280959	2
chr1	1090001	1100000	130	130	2.8341816469044	3
chr1	1100001	1110000	103	103	2.96740045020584	3
chr1	1110001	1120000	142	142	2.60900854257662	3
chr1	1120001	1130000	125	130.739462399331	2.63344395084425	3
chr1	1130001	1140000	78	96.3676797627872	1.58756427021118	2
chr1	1140001	1150000	112	112	2.76954268848228	3
chr1	1150001	1160000	76	76	2.39663714700234	2
chr1	1170001	1180000	92	92	3.60300091324362	4
chr1	1180001	1190000	142	142	2.44944015467801	2
chr1	1200001	1210000	135	135	2.17842506917833	2
chr1	1210001	1220000	155	155	2.50230458670089	3
chr1	1220001	1230000	121	121	1.80767613570986	2
chr1	1230001	1240000	104	108.220603537981	2.05932066293944	2
chr1	1240001	1250000	120	120	4.33702919182114	4
chr1	1250001	1260000	109	115.429418616965	2.25271047048944	2
chr1	1270001	1280000	106	106	3.84371888722014	4
