chr	start	end	raw	cor	N	Ns
chr1	1	50000	695	716.731292797624	NA	NA
chr1	50001	100000	529	562.873741780341	NA	NA
chr1	100001	150000	735	1024.73301173912	NA	NA
chr1	150001	200000	709	864.465470152165	NA	NA
chr1	200001	250000	282	302.386926590748	NA	NA
chr1	250001	300000	322	328.826436828561	NA	NA
chr1	300001	350000	710	792.658420041977	NA	NA
chr1	350001	400000	801	903.349498139168	NA	NA
chr1	400001	450000	772	883.416487389573	NA	NA
chr1	450001	500000	317	344.213520967707	NA	NA
chr1	500001	550000	506	540.794733129556	NA	NA
chr1	550001	600000	1089	1283.380865958	NA	NA
chr1	600001	650000	756	833.002776675922	NA	NA
chr1	650001	700000	1421	1900.64737039217	NA	NA
chr1	700001	750000	771	819.132208575921	NA	NA
chr1	750001	800000	234	237.553804921628	0.709579808266324	1
chr1	800001	850000	315	326.797385620915	NA	NA
chr1	850001	900000	246	250.805432078626	1.45109150852208	1
chr1	900001	950000	471	482.324990783599	1.90512945583682	2
chr1	950001	1000000	369	375.335666042803	1.92790400134339	2
chr1	1000001	1050000	476	479.510013297337	1.81713701519011	2
chr1	1050001	1100000	384	392.726380167318	1.75598162054841	2
chr1	1100001	1150000	441	462.700661000944	1.98696357863002	2
chr1	1150001	1200000	430	430	2.0639801797862	2
chr1	1200001	1250000	410	413.223140495868	1.82937045695948	2
chr1	1250001	1300000	427	435.847708482188	2.35289800759816	2
chr1	1300001	1350000	637	670.173592845871	2.21137762643693	2
chr1	1350001	1400000	327	327	1.32851375359879	1
chr1	1400001	1450000	440	469.06315295723	1.68108475762401	2
chr1	1450001	1500000	539	555.052106932488	2.20594741740883	2
chr1	1500001	1550000	764	837.958189834821	2.80815903923362	3
chr1	1550001	1600000	571	596.818362355499	2.20941561982538	2
chr1	1600001	1650000	727	773.305535463558	2.49375944582726	2
chr1	1650001	1700000	901	960.431501300473	3.10675149716201	3
chr1	1700001	1750000	700	846.330552532947	2.93209774780653	3
chr1	1750001	1800000	870	909.8134359575	2.99352954650744	3
chr1	1800001	1850000	712	750.817251924496	NA	NA
chr1	1850001	1900000	402	404.776768632821	1.61091287871119	2
chr1	1900001	1950000	672	703.812316715543	2.34925897916451	2
chr1	1950001	2000000	471	475.344650101932	2.22030435109265	2
chr1	2000001	2050000	352	352	1.5914960696274	2
chr1	2050001	2100000	360	365.571306714326	1.29277812211624	1
chr1	2100001	2150000	461	477.018273628443	2.19288542683354	2
chr1	2150001	2200000	502	513.093072221427	1.94569878071196	2
chr1	2200001	2250000	424	430.308319970771	2.08008589561769	2
chr1	2250001	2300000	366	366	1.60641296273706	2
chr1	2300001	2350000	359	366.229367718768	1.97829665654706	2
chr1	2350001	2400000	340	343.503738128915	2.20396320055033	2
chr1	2400001	2450000	320	324.688501968424	2.83317332717218	3
chr1	2450001	2500000	206	239.880758302669	1.08026375552863	1
chr1	2500001	2550000	337	339.710892925546	1.37584163706816	1
chr1	2550001	2600000	454	468.562936052512	2.02388806585725	2
chr1	2600001	2650000	222	222	NA	NA
chr1	2650001	2700000	98	98	NA	NA
chr1	2700001	2750000	268	270.865759738028	1.53161532194512	2
chr1	2750001	2800000	380	382.478460423545	1.87445369370316	2
chr1	2800001	2850000	173	181.852583778329	1.21781499754874	1
chr1	2850001	2900000	309	319.862531572192	1.47278384869141	1
chr1	2900001	2950000	323	344.56273602014	1.71445966637065	2
chr1	2950001	3000000	348	353.586669376143	2.2664015144575	2
chr1	3000001	3050000	196	196	1.28698431705292	1
chr1	3050001	3100000	348	351.394470585859	1.83412999600555	2
chr1	3100001	3150000	262	262	1.74539147123284	2
chr1	3150001	3200000	144	144	0.707486051288557	1
chr1	3200001	3250000	177	178.672373415166	0.896274919348071	1
chr1	3250001	3300000	244	244	1.38297031661326	1
chr1	3300001	3350000	234	236.249091349649	1.70225888155433	2
chr1	3350001	3400000	362	362	2.03153664845399	2
chr1	3400001	3450000	272	272	1.81549349712244	2
chr1	3450001	3500000	333	337.529647874475	2.13898172447462	2
chr1	3500001	3550000	322	338.413032054651	1.70366713068339	2
chr1	3550001	3600000	444	451.329592583557	1.92346262944396	2
chr1	3600001	3650000	237	238.930558916042	NA	NA
chr1	3650001	3700000	389	413.319733095329	1.69498923579304	2
chr1	3700001	3750000	566	570.254095552824	1.93581256453396	2
chr1	3750001	3800000	575	592.221810241832	2.13116904050466	2
chr1	3800001	3850000	374	376.340840024955	1.27665644799688	1
chr1	4000001	4050000	293	299.101674152715	1.41736248438118	1
chr1	4050001	4100000	348	374.757699763084	1.42762467238054	1
chr1	4100001	4150000	316	322.139988174608	1.09076605488852	1
chr1	4150001	4200000	269	273.22959411693	1.06537892991915	1
chr1	4200001	4250000	371	371	1.2599040467865	1
chr1	4250001	4300000	281	301.825993555317	1.19587840928097	1
chr1	4300001	4350000	300	312.610716295355	1.18235388954878	1
chr1	4350001	4400000	241	250.103777501038	NA	NA
chr1	4400001	4450000	254	276.905634048491	NA	NA
chr1	4450001	4500000	261	265.594789864659	1.41206555968529	1
chr1	4500001	4550000	291	304.329638151014	1.50746629207408	2
chr1	4550001	4600000	323	325.453922576225	1.53740874399688	2
chr1	4600001	4650000	272	276.058053384756	1.08805548219412	1
chr1	4650001	4700000	251	253.750657123216	1.10002146394934	1
chr1	4700001	4750000	252	253.618083371913	1.26925264627105	1
chr1	4750001	4800000	262	265.499280517217	1.34931510806354	1
chr1	4800001	4850000	239	241.204610136649	1.30450614741647	1
chr1	4850001	4900000	184	190.074790297922	0.906486904649343	1
chr1	4900001	4950000	228	235.75150963686	0.778575099855747	1
chr1	4950001	5000000	234	247.331148927175	1.07360899266531	1
chr1	5000001	5050000	218	219.926556636133	1.30669928065283	1
chr1	5050001	5100000	193	198.981380291564	1.05985754952355	1
chr1	5100001	5150000	193	195.645122050118	0.766230111169072	1
chr1	5150001	5200000	352	357.208094010676	1.27006295037944	1
chr1	5200001	5250000	265	275.004669890621	1.17199083081416	1
chr1	5250001	5300000	238	252.070579762333	1.28407995981808	1
chr1	5300001	5350000	278	280.893199959584	1.34402928885651	1
chr1	5350001	5400000	275	282.904347468263	1.21223260191299	1
chr1	5400001	5450000	221	225.018836418433	1.19580777844695	1
chr1	5450001	5500000	263	267.662683954487	1.45925692536888	1
chr1	5500001	5550000	233	234.741784037559	1.3516957079173	1
chr1	5550001	5600000	309	339.538052436103	1.65908005347371	2
chr1	5600001	5650000	166	184.55107395384	0.865335702920503	1
chr1	5650001	5700000	248	253.864264510185	1.08362112537261	1
chr1	5700001	5750000	270	275.330396475771	1.07495802922665	1
chr1	5750001	5800000	270	285.532994923858	1.15972704236605	1
chr1	5800001	5850000	330	341.085271317829	1.41733692837671	1
chr1	5850001	5900000	322	322	1.22562316798256	1
chr1	5900001	5950000	207	209.002241473314	1.19405796755211	1
chr1	5950001	6000000	350	353.578211500384	1.608002650448	2
chr1	6000001	6050000	347	355.766076115486	1.77620270613068	2
chr1	6050001	6100000	433	436.958847155226	1.87770178859045	2
chr1	6100001	6150000	347	354.29131526822	1.70630000082169	2
chr1	6150001	6200000	358	376.715211718158	1.78008327381869	2
chr1	6200001	6250000	389	413.337300238014	1.83457141474167	2
chr1	6250001	6300000	695	711.506961506961	2.36121047907743	2
chr1	6300001	6350000	356	358.560119251455	2.16783460572098	2
chr1	6350001	6400000	363	374.783183282399	1.29172728927909	1
chr1	6400001	6450000	595	646.79537351074	2.1151678199232	2
chr1	6450001	6500000	601	618.172841537924	2.15005948210661	2
chr1	6500001	6550000	531	542.600805215508	2.09917367218903	2
chr1	6550001	6600000	672	685.490452097274	2.38875508906428	2
chr1	6600001	6650000	661	677.198590279485	2.22560752710204	2
chr1	6650001	6700000	683	711.606584705147	2.6523746090977	3
chr1	6700001	6750000	590	601.623363380511	2.08856116140747	2
chr1	6750001	6800000	687	735.687819922469	2.45044326130616	2
chr1	6800001	6850000	820	861.742822312834	2.97312061794512	3
chr1	6850001	6900000	519	527.085491438669	2.53834411031222	3
chr1	6900001	6950000	450	460.489961318843	2.36996534383664	2
chr1	6950001	7000000	327	337.64946409764	1.55567898147659	2
chr1	7000001	7050000	359	359	1.67959216327741	2
chr1	7050001	7100000	469	476.461385293699	1.95488839010132	2
chr1	7100001	7150000	290	297.100706894785	1.74517225554365	2
chr1	7150001	7200000	391	398.914462944825	1.63558860517837	2
chr1	7200001	7250000	394	411.333597811789	1.69723435553679	2
chr1	7250001	7300000	293	307.366300904265	1.25458759170612	1
chr1	7300001	7350000	255	259.431082895861	1.06500962082356	1
chr1	7350001	7400000	177	183.332297557641	0.908102257959002	1
chr1	7400001	7450000	283	283	1.28757635450724	1
chr1	7450001	7500000	331	352.217587469141	1.20089705404037	1
chr1	7500001	7550000	197	200.239881279096	1.28503686532816	1
chr1	7550001	7600000	326	328.701929863478	1.48025111801345	1
chr1	7600001	7650000	249	257.502740491013	1.13344610072656	1
chr1	7650001	7700000	270	270	0.885562962196271	1
chr1	7700001	7750000	253	257.663713209084	1.38905614058232	1
chr1	7750001	7800000	479	489.584823892557	2.12547024586405	2
chr1	7800001	7850000	416	419.033804746364	1.75913519925554	2
chr1	7850001	7900000	536	541.151764800905	2.43672211835258	2
chr1	7900001	7950000	762	815.339510796294	2.85537641266393	3
chr1	7950001	8000000	772	802.678367194161	2.66063426062529	3
chr1	8000001	8050000	802	837.143274670675	2.81362263225356	3
chr1	8050001	8100000	668	701.459624068046	2.50586260687105	3
chr1	8100001	8150000	850	871.544582068739	2.89277696428312	3
chr1	8150001	8200000	733	757.293991238945	2.64393409822847	3
chr1	8200001	8250000	844	880.322089409016	2.95874580776909	3
chr1	8250001	8300000	822	848.927996034205	2.97107298614107	3
chr1	8300001	8350000	934	1005.64193117705	3.33181716703588	3
chr1	8350001	8400000	590	609.617490855738	2.12687429485747	2
chr1	8400001	8450000	383	386.150992095499	1.66132503453818	2
chr1	8450001	8500000	533	533	2.312143143519	2
