chr	start	end	raw	cor	N	Ns
chr1	1	500000	19670	22012.1352106876	NA	NA
chr1	500001	1000000	22960	24767.9087298248	NA	NA
chr1	1000001	1500000	22495	23059.7801350681	1.67513689578623	2
chr1	1500001	2000000	25509	27087.7844275769	NA	NA
chr1	2000001	2500000	17973	18473.1038679121	1.82046068931487	2
chr1	2500001	3000000	15727	16076.075912361	1.33557322010612	1
chr1	3000001	3500000	11863	11912.986893003	1.68056022461954	2
chr1	3500001	4000000	11592	11797.7768233529	NA	NA
chr1	4000001	4500000	11456	11898.7525836371	NA	NA
chr1	4500001	5000000	9429	9645.36482372582	1.31714234147709	1
chr1	5000001	5500000	8948	9161.12439799495	1.45383841268966	1
chr1	5500001	6000000	10980	11374.6314640124	1.53900121995892	2
chr1	6000001	6500000	17503	18104.9534937606	1.66001313474061	2
chr1	6500001	7000000	19070	19677.605089968	1.99799418613001	2
chr1	7000001	7500000	11384	11688.0530110289	1.6242096204626	2
chr1	7500001	8000000	13997	14308.2619300258	1.69547728181265	2
chr1	8000001	8500000	19600	20271.0529364068	2.29041818762186	2
chr1	8500001	9000000	18681	19269.8082612301	2.44414702172569	2
chr1	9000001	9500000	20038	21329.8191680966	2.03097610392699	2
chr1	9500001	10000000	24877	27641.9096551678	2.51661227474648	3
chr1	10000001	10500000	24377	26412.1055574095	2.95984100542237	3
chr1	10500001	11000000	15200	15942.2053104325	1.72561592594142	2
chr1	11000001	11500000	18500	21969.6699799304	2.15102306137786	2
chr1	11500001	12000000	17502	18593.9877102474	1.73796366491027	2
chr1	12000001	12500000	17021	17720.6834659704	1.92663369517959	2
chr1	12500001	13000000	15039	15978.198508319	1.64220453311734	2
chr1	13000001	13500000	13654	15673.1031917849	NA	NA
chr1	13500001	14000000	25820	27995.7149858395	2.74055711222706	3
chr1	14000001	14500000	12840	13433.379227225	2.12032017400946	2
chr1	14500001	15000000	8820	8987.69236412994	1.36290752560661	1
chr1	15000001	15500000	13068	13504.1014523006	1.62415715530437	2
chr1	15500001	16000000	17952	18574.2753735652	1.99085491701945	2
chr1	16000001	16500000	22287	23070.7120896867	NA	NA
chr1	16500001	17000000	27827	29026.7934817757	2.71925323510522	3
chr1	17000001	17500000	22728	23454.1885870317	2.47212190134744	2
chr1	17500001	18000000	19375	19528.1003064022	NA	NA
