chr	start	end	raw	cor	N	Ns
chr1	1	500000	5015	5272.23220950158	NA	NA
chr1	500001	1000000	4940	5168.53180216451	NA	NA
chr1	1000001	1500000	4151	4209.3756211136	1.68866371516073	2
chr1	1500001	2000000	4142	4274.89802995525	NA	NA
chr1	2000001	2500000	3737	3815.616972093	1.94478387975498	2
chr1	2500001	3000000	3353	3430.27728671512	1.56902415005958	2
chr1	3000001	3500000	2740	2759.42636158556	1.84126552172037	2
chr1	3500001	4000000	2481	2506.63789236309	NA	NA
chr1	4000001	4500000	2364	2449.3094480765	NA	NA
chr1	4500001	5000000	1983	2021.08533199614	1.43880692331587	1
chr1	5000001	5500000	1825	1853.10417796299	1.54132322148328	2
chr1	5500001	6000000	2406	2470.58606080147	1.73087565087494	2
chr1	6000001	6500000	3574	3659.56801943032	1.86261096236778	2
chr1	6500001	7000000	3306	3326.69871943231	1.86595640956216	2
chr1	7000001	7500000	2496	2528.89075313528	1.84305780184348	2
chr1	7500001	8000000	2680	2717.95350271187	1.72529647845563	2
chr1	8000001	8500000	3594	3624.48920317713	2.26855389884609	2
chr1	8500001	9000000	3223	3247.20466356219	2.33845613347303	2
chr1	9000001	9500000	3623	3648.56917276272	1.92652848812973	2
chr1	9500001	10000000	4352	4485.58983651097	2.29250085488578	2
chr1	10000001	10500000	4013	4038.10083478905	2.56718581395404	3
chr1	10500001	11000000	3409	3429.66027348749	2.00520891625617	2
chr1	11000001	11500000	3556	3977.48626447375	2.18418763492258	2
chr1	11500001	12000000	3463	3505.79169340976	1.83330239859233	2
chr1	12000001	12500000	3169	3188.55861856629	1.91083843799457	2
chr1	12500001	13000000	3084	3148.64804158992	1.65333538014961	2
chr1	13000001	13500000	3545	3712.84277027296	NA	NA
chr1	13500001	14000000	3414	3480.85326786257	1.96433870449093	2
chr1	14000001	14500000	2045	2097.50473861706	1.7840301140752	2
chr1	14500001	15000000	1949	1968.11830117764	1.62291638073181	2
chr1	15000001	15500000	2636	2664.59106209629	1.6982201959378	2
chr1	15500001	16000000	3282	3321.43204119304	1.97157237456406	2
chr1	16000001	16500000	3865	4096.84887132609	NA	NA
chr1	16500001	17000000	4100	4468.00256310781	1.98487397451965	2
chr1	17000001	17500000	4028	4139.52714021158	1.85918407248928	2
chr1	17500001	18000000	3618	3648.77375787391	NA	NA
chr1	18000001	18500000	2395	2405.48309532945	1.78525741753749	2
chr1	18500001	19000000	2715	2735.39510590966	2.11784430419832	2
chr1	19000001	19500000	2789	2810.88555493069	2.03127386382703	2
chr1	19500001	20000000	3355	3394.51212108948	2.02678133765383	2
chr1	20000001	20500000	2832	2880.97660223805	1.85004333850281	2
chr1	20500001	21000000	2908	2941.94415162141	1.93645143775877	2
chr1	21000001	21500000	3143	3161.29123106293	2.54443813149732	3
chr1	21500001	22000000	3281	3413.63330857123	1.65255408088643	2
chr1	22000001	22500000	3705	3718.99830963748	1.93698507978021	2
chr1	22500001	23000000	2920	2939.2698531573	NA	NA
chr1	23000001	23500000	2890	2907.766453028	1.92707904888721	2
chr1	23500001	24000000	3481	3509.20700591353	2.05648130101467	2
chr1	24000001	24500000	3594	3629.2985577729	2.0320003257452	2
chr1	24500001	25000000	3121	3129.2361495456	2.16988096600982	2
chr1	25000001	25500000	3222	3240.47068289249	NA	NA
chr1	25500001	26000000	3319	3359.18254156217	1.75186918704307	2
chr1	26000001	26500000	3399	3414.46067794976	2.03102370103239	2
chr1	26500001	27000000	4109	4115.41181160248	2.18532625763137	2
chr1	27000001	27500000	3962	4119.95923715242	2.14960287579947	2
chr1	27500001	28000000	4151	4178.79736003898	2.1829892723421	2
chr1	28000001	28500000	4157	4167.57731121587	NA	NA
chr1	28500001	29000000	4758	4767.36310113062	2.81618734778887	3
chr1	29000001	29500000	3836	3841.58566555772	2.42794481704651	2
chr1	29500001	30000000	2475	2495.90067222925	2.37802052084732	2
chr1	30000001	30500000	2118	2118	1.48670518554353	1
chr1	30500001	31000000	2720	2742.04605024396	NA	NA
chr1	31000001	31500000	2655	2668.00921292221	NA	NA
chr1	31500001	32000000	4085	4136.70886075949	2.50257853657401	3
chr1	32000001	32500000	3586	3591.71801508001	2.14884685958649	2
chr1	32500001	33000000	3994	4003.83341486691	NA	NA
chr1	33000001	33500000	4139	4206.13838083489	2.40054233450754	2
chr1	33500001	34000000	2875	2906.82390814639	1.96332992724234	2
chr1	34000001	34500000	1671	1685.41025770336	1.43330037906841	1
chr1	34500001	35000000	1983	1988.99483041888	1.71697815366158	2
chr1	35000001	35500000	2370	2385.5778231854	1.74322209398504	2
chr1	35500001	36000000	3611	3632.20481169065	2.75005665291235	3
chr1	36000001	36500000	3487	3496.74192299747	2.53078486665705	3
chr1	36500001	37000000	3772	3878.01723517522	2.13328247892382	2
chr1	37000001	37500000	2485	2507.84648144597	NA	NA
chr1	37500001	38000000	2546	2568.31868941098	1.72737083027587	2
chr1	38000001	38500000	3450	3460.93655952811	2.00598181036656	2
chr1	38500001	39000000	2169	2208.05609623012	1.79458974983718	2
chr1	39000001	39500000	2992	3061.20152159723	NA	NA
chr1	39500001	40000000	3285	3305.45415028194	2.19164231566248	2
chr1	40000001	40500000	3379	3390.88845492296	1.88603358764294	2
chr1	40500001	41000000	3235	3257.33882969404	2.38712685647153	2
chr1	41000001	41500000	3072	3088.91489798135	1.99557336549716	2
chr1	41500001	42000000	2342	2363.69398337946	1.71971664109916	2
chr1	42000001	42500000	1870	1877.99273708905	1.52897986364072	2
chr1	42500001	43000000	2429	2457.82040203425	NA	NA
chr1	43000001	43500000	2840	2892.68740845765	NA	NA
chr1	43500001	44000000	2953	3020.19325964048	1.91708125309663	2
chr1	44000001	44500000	3254	3275.13114615499	2.13560135093966	2
chr1	44500001	45000000	2975	2983.40724160685	2.29319045781749	2
chr1	45000001	45500000	3808	3818.53150990432	2.2026549346977	2
chr1	45500001	46000000	3950	4044.27197985031	2.7717269287225	3
chr1	46000001	46500000	3667	3671.48655657213	2.59441259805988	3
chr1	46500001	47000000	3511	3540.49230086622	NA	NA
chr1	47000001	47500000	2231	2274.50676540874	1.47950338475186	1
chr1	47500001	48000000	2927	3078.07823597829	1.94497273240677	2
chr1	48000001	48500000	2282	2292.2187110137	1.90021482477097	2
chr1	48500001	49000000	1906	1911.80040242095	1.54152757592593	2
chr1	49000001	49500000	1721	1731.84481221408	1.83899578934425	2
chr1	49500001	50000000	1971	1982.28315572237	2.2037695227418	2
chr1	50000001	50500000	2195	2255.01033503598	2.42649942647251	2
chr1	50500001	51000000	1975	1989.4353428477	1.9069891831788	2
chr1	51000001	51500000	3226	3253.15079654799	3.28258906464596	3
chr1	51500001	52000000	3743	3760.92456648386	3.03656908438617	3
chr1	52000001	52500000	3165	3179.59433801147	2.69220731876704	3
chr1	52500001	53000000	3425	3443.91397555374	2.65484531364281	3
chr1	53000001	53500000	3901	3909.13099246433	2.67543118232003	3
chr1	53500001	54000000	2623	2641.13934502161	1.84355241193322	2
chr1	54000001	54500000	2831	2872.13471336481	2.09994830363445	2
chr1	54500001	55000000	2978	2978	1.77140378881337	2
chr1	55000001	55500000	3025	3036.97784060334	1.71979042861404	2
chr1	55500001	56000000	2249	2265.3741241695	2.04807121015825	2
chr1	56000001	56500000	1659	1674.38762224846	1.8184309796602	2
chr1	56500001	57000000	1578	1580.35156312593	1.56692052497019	2
chr1	57000001	57500000	1882	1891.01256588903	2.09953838951562	2
chr1	57500001	58000000	1722	1725.31260019237	2.01690879052592	2
chr1	58000001	58500000	1616	1626.73973573532	NA	NA
chr1	58500001	59000000	1602	1606.70765342453	1.34764602174941	1
chr1	59000001	59500000	2032	2042.41221748474	1.84521032892545	2
chr1	59500001	60000000	1588	1591.21744166705	1.52633695646455	2
chr1	60000001	60500000	1489	1511.58918883799	1.48961699570029	1
chr1	60500001	61000000	1422	1432.05878087688	1.74396217465815	2
chr1	61000001	61500000	1611	1625.65036105382	1.65460414159999	2
chr1	61500001	62000000	1705	1708.65652496342	2.17143021802946	2
chr1	62000001	62500000	2859	2902.53217759964	2.51790739286617	3
chr1	62500001	63000000	3121	3146.55633051645	2.28710095630446	2
chr1	63000001	63500000	2016	2029.26326469807	2.14411031206097	2
chr1	63500001	64000000	2391	2400.59758916147	2.430773939219	2
chr1	64000001	64500000	1763	1772.57188819626	1.83613900393357	2
chr1	64500001	65000000	1902	1906.49933843872	1.71858045067458	2
chr1	65000001	65500000	1911	2002.82554561537	2.07374605803989	2
chr1	65500001	66000000	2362	2379.57075042111	NA	NA
chr1	66000001	66500000	1816	1849.30600107944	2.09276099700137	2
chr1	66500001	67000000	1596	1612.38179907864	1.79718038169868	2
chr1	67000001	67500000	1861	1871.22060695519	2.56579459505688	3
chr1	67500001	68000000	2857	2876.11465801718	2.37968249034434	2
chr1	68000001	68500000	2066	2101.53699050952	NA	NA
chr1	68500001	69000000	1970	1998.34046446707	2.04360728559577	2
chr1	69000001	69500000	1887	1907.38999909028	2.21763045297874	2
chr1	69500001	70000000	1560	1570.40234513417	1.95954305185568	2
chr1	70000001	70500000	1350	1370.80887877988	1.8981216592231	2
chr1	70500001	71000000	2453	2467.14165597203	2.97895897649521	3
chr1	71000001	71500000	1811	1822.62836899418	2.16005388822193	2
chr1	71500001	72000000	1523	1549.39865427148	2.02797364310639	2
chr1	72000001	72500000	1196	1202.81031198647	2.02588196820098	2
chr1	72500001	73000000	1246	1249.55623705065	2.12386526651107	2
chr1	73000001	73500000	1260	1269.92317972638	1.9056142704994	2
chr1	73500001	74000000	1595	1605.56784757272	2.46449745503869	2
chr1	74000001	74500000	1519	1526.54724960203	2.57194014147701	3
chr1	74500001	75000000	1320	1325.11494368261	1.86011938068101	2
chr1	75000001	75500000	1623	1653.38592655829	2.06857305586361	2
chr1	75500001	76000000	1888	1937.51513683701	2.22815514434975	2
chr1	76000001	76500000	2032	2041.35348165293	NA	NA
chr1	76500001	77000000	1643	1658.35638007954	1.99377607535181	2
chr1	77000001	77500000	1287	1295.41240817871	1.40731123778447	1
chr1	77500001	78000000	1913	1936.94450800799	2.38617940825569	2
chr1	78000001	78500000	3040	3169.26810757163	3.1917800598124	3
chr1	78500001	79000000	2011	2063.30054214222	2.13826179588809	2
chr1	79000001	79500000	1644	1655.96934643604	2.34676010690425	2
chr1	79500001	80000000	1487	1498.68373842476	2.16833059762627	2
chr1	80000001	80500000	1491	1503.42126650385	2.02075046744438	2
chr1	80500001	81000000	1344	1358.10802617592	1.9524205720516	2
chr1	81000001	81500000	1292	1302.28807579881	1.98313560289292	2
chr1	81500001	82000000	1389	1395.68533274384	2.11622112340101	2
chr1	82000001	82500000	1552	1566.96767523383	2.39841389095478	2
chr1	82500001	83000000	1306	1316.88803023397	NA	NA
chr1	83000001	83500000	1178	1181.39059099616	1.97109707702924	2
chr1	83500001	84000000	1273	1291.50729960332	1.1284616036601	1
chr1	84000001	84500000	1592	1603.33235307151	2.23137701001342	2
chr1	84500001	85000000	1674	1690.31150603322	2.17693760955966	2
chr1	85000001	85500000	2223	2257.38906501646	2.36793609541804	2
chr1	85500001	86000000	2017	2035.74514126073	2.17296070227155	2
chr1	86000001	86500000	1646	1667.08529480874	1.79353650985286	2
chr1	86500001	87000000	1907	1932.47778714573	2.20079703052616	2
chr1	87000001	87500000	2728	2779.38527496353	2.69725690774421	3
chr1	87500001	88000000	1450	1465.9584233971	1.47894717202102	1
chr1	88000001	88500000	1611	1618.89372580704	2.41427843367609	2
chr1	88500001	89000000	1375	1394.42715918172	2.11333500570188	2
chr1	89000001	89500000	2352	2372.92444778053	2.508299740377	3
chr1	89500001	90000000	1849	1870.7228335431	1.69304424132363	2
chr1	90000001	90500000	1708	1708	1.7323275291031	2
chr1	90500001	91000000	2113	2170.02834490408	2.35750903175876	2
chr1	91000001	91500000	1892	1898.3404571268	2.11443992168876	2
chr1	91500001	92000000	2108	2125.27422893277	NA	NA
chr1	92000001	92500000	2661	2684.24556660681	2.1679752756215	2
chr1	92500001	93000000	2666	2687.45123576387	NA	NA
chr1	93000001	93500000	2883	2911.23313898185	2.62641430222403	3
chr1	93500001	94000000	2987	3021.54227124487	3.09249228359084	3
chr1	94000001	94500000	2329	2360.34538673585	1.79994515271057	2
chr1	94500001	95000000	1695	1696.24504386219	1.53213050016929	2
chr1	95000001	95500000	2149	2152.62070803091	1.86138925887512	2
chr1	95500001	96000000	1924	1932.11488250653	2.01510007914221	2
chr1	96000001	96500000	1367	1388.36696763185	2.14130262973077	2
chr1	96500001	97000000	1556	1574.54499090285	1.82116611629501	2
chr1	97000001	97500000	1768	1776.17038376532	2.15035280561694	2
chr1	97500001	98000000	1463	1464.73717829346	2.13211982661293	2
chr1	98000001	98500000	1217	1218.21577934779	2.36469740763489	2
chr1	98500001	99000000	1579	1587.15799207929	2.52067374278084	3
chr1	99000001	99500000	1681	1693.3137777921	2.27907057009785	2
chr1	99500001	100000000	1877	1887.6577154615	2.22214434751483	2
chr1	100000001	100500000	2432	2471.88133343362	NA	NA
chr1	100500001	101000000	2674	2697.77821720646	3.06411659964172	3
chr1	101000001	101500000	2040	2086.31622008591	2.30288586854439	2
chr1	101500001	102000000	2361	2389.61322880167	2.81258467011301	3
chr1	102000001	102500000	1623	1627.16228111509	2.601523843747	3
chr1	102500001	103000000	1790	1804.82119162563	2.54984323659591	3
chr1	103000001	103500000	1768	1793.85300957398	NA	NA
chr1	103500001	104000000	1448	1457.13037895453	1.57196934943971	2
chr1	104000001	104500000	1837	1861.68218237391	NA	NA
chr1	104500001	105000000	1732	1755.6699421602	2.51310939015616	3
chr1	105000001	105500000	1444	1447.11418973631	1.86037731985043	2
chr1	105500001	106000000	1646	1676.96345319988	2.70565938162976	3
chr1	106000001	106500000	1682	1708.0858876766	2.48579297245332	2
chr1	106500001	107000000	1809	1836.31705247258	2.74148604419616	3
chr1	107000001	107500000	1849	1867.37874157458	2.88866738140118	3
chr1	107500001	108000000	1489	1508.41327889944	2.43406997400188	2
chr1	108000001	108500000	1379	1385.95472078892	NA	NA
chr1	108500001	109000000	2780	2916.1308188873	1.77443579355079	2
chr1	109000001	109500000	2492	2522.12425206668	2.07170401135674	2
chr1	109500001	110000000	3411	3432.4942791762	NA	NA
chr1	110000001	110500000	2413	2455.45981105272	1.42376593775839	1
chr1	110500001	111000000	2558	2561.66830901851	NA	NA
chr1	111000001	111500000	1910	1917.2818364147	1.8136910427253	2
chr1	111500001	112000000	2077	2137.1039103754	1.94572147213417	2
chr1	112000001	112500000	2155	2164.99796058197	1.98331272243461	2
chr1	112500001	113000000	1876	1883.12196728025	1.43151665210083	1
chr1	113000001	113500000	3539	3566.87872410763	2.3351506585729	2
chr1	113500001	114000000	3055	3083.82762059734	2.39764330565037	2
chr1	114000001	114500000	2526	2549.74320875997	2.53696231752628	3
chr1	114500001	115000000	2307	2314.29001354266	1.85062850104338	2
chr1	115000001	115500000	2765	2802.2133938706	2.88091114547045	3
chr1	115500001	116000000	1662	1692.64362009826	1.60722776908355	2
chr1	116000001	116500000	2037	2051.86370064749	1.80355263022795	2
chr1	116500001	117000000	2159	2216.8873628179	2.07255904992612	2
chr1	117000001	117500000	2647	2697.54662872913	1.76017651441133	2
chr1	117500001	118000000	1949	1958.92784632518	1.66868572183259	2
chr1	118000001	118500000	1965	2030.32363255379	2.02283874703344	2
chr1	118500001	119000000	1781	1803.9608132308	2.23191838216011	2
chr1	119000001	119500000	1637	1645.11700731409	1.75935684443445	2
chr1	119500001	120000000	1961	1989.61060043424	1.66632311659642	2
chr1	120000001	120500000	1703	1814.48175929083	1.32525620885853	1
chr1	120500001	121000000	2756	2840.27083569507	NA	NA
chr1	121000001	121500000	2552	2576.54936232423	NA	NA
chr1	142500001	143000000	4469	4794.57051634166	NA	NA
chr1	143000001	143500000	2949	3151.96107771631	NA	NA
chr1	143500001	144000000	2739	2768.2661093076	NA	NA
chr1	144000001	144500000	2107	2509.67780358525	NA	NA
chr1	144500001	145000000	2459	2662.28690336732	NA	NA
chr1	145000001	145500000	3582	4356.22275840598	NA	NA
chr1	145500001	146000000	3147	3187.40998377429	NA	NA
chr1	146000001	146500000	2405	3297.89072120276	NA	NA
chr1	146500001	147000000	2953	3053.96405154405	2.47149422876125	2
chr1	147000001	147500000	2075	2125.81113781608	NA	NA
chr1	147500001	148000000	2844	3048.18577213204	NA	NA
chr1	148000001	148500000	3397	4437.94712611243	NA	NA
chr1	148500001	149000000	6946	7934.64031382154	NA	NA
chr1	149000001	149500000	2973	3101.92208572698	NA	NA
chr1	149500001	150000000	3403	3424.27846639015	1.73871465806447	2
chr1	150000001	150500000	3892	3923.45828855766	NA	NA
chr1	150500001	151000000	3993	4045.05992118566	2.60938176178021	3
chr1	151000001	151500000	4027	4039.87102909871	2.36535809287656	2
chr1	151500001	152000000	2982	3086.50920156499	2.18392499302287	2
chr1	152000001	152500000	1770	1819.07874452735	1.37669155464835	1
chr1	152500001	153000000	1628	1636.06909276552	1.37316820066904	1
chr1	153000001	153500000	1931	1959.97628946343	1.42547302198052	1
chr1	153500001	154000000	4010	4028.31270957774	2.20159129466343	2
chr1	154000001	154500000	4143	4168.04159389613	2.51825360479079	3
chr1	154500001	155000000	2778	2789.24063977831	1.75335040270773	2
chr1	155000001	155500000	4016	4037.6661163805	2.18157806855689	2
chr1	155500001	156000000	4456	4548.00616471213	2.63729090362792	3
chr1	156000001	156500000	3741	3775.32525723882	1.95324474760439	2
chr1	156500001	157000000	3241	3260.5043369436	1.97221349580761	2
