chr	start	end	raw	cor	N	Ns
chr1	1	500000	3529	3710.01145908895	NA	NA
chr1	500001	1000000	3183	3330.25034945134	NA	NA
chr1	1000001	1500000	2580	2616.2826071966	1.85519412692565	2
chr1	1500001	2000000	2901	2994.07995772578	NA	NA
chr1	2000001	2500000	2041	2083.93744716131	1.76995262049493	2
chr1	2500001	3000000	2094	2142.26085248478	1.415535333817	1
chr1	3000001	3500000	1369	1378.70609087979	1.37658718737745	1
chr1	3500001	4000000	1631	1647.85425330278	NA	NA
chr1	4000001	4500000	1239	1283.71167773553	NA	NA
chr1	4500001	5000000	1182	1204.70139305065	1.24800168701568	1
chr1	5000001	5500000	1107	1124.04730137262	1.28929078929768	1
chr1	5500001	6000000	1145	1175.73609294168	1.20977238751969	1
chr1	6000001	6500000	1873	1917.84300514633	1.47269406340437	1
chr1	6500001	7000000	2076	2088.99774396294	1.80899671133897	2
chr1	7000001	7500000	1473	1492.41028820844	1.56609286605986	2
chr1	7500001	8000000	1506	1527.32760264331	1.45919182683877	1
chr1	8000001	8500000	2080	2097.64539304631	1.94981435454338	2
chr1	8500001	9000000	2108	2123.83103654642	2.17842028329788	2
chr1	9000001	9500000	2269	2285.01337372305	1.87593837735918	2
chr1	9500001	10000000	2761	2845.75219177546	2.28449084115776	2
chr1	10000001	10500000	2457	2472.36824098597	2.28157903672995	2
chr1	10500001	11000000	1997	2009.10283548094	1.77826940987648	2
chr1	11000001	11500000	2033	2273.96782218086	1.9104979458842	2
chr1	11500001	12000000	2060	2085.4550645175	1.66450759852903	2
chr1	12000001	12500000	1991	2003.28816963253	1.80968171773331	2
chr1	12500001	13000000	1607	1640.68657679475	1.18728613194587	1
chr1	13000001	13500000	1647	1724.97941964445	NA	NA
chr1	13500001	14000000	1738	1772.03367883572	1.44933028427905	1
chr1	14000001	14500000	1235	1266.70824068072	1.48061434490988	1
chr1	14500001	15000000	1102	1112.80983473461	1.27041157149964	1
chr1	15000001	15500000	1487	1503.12856955129	1.44220234120681	1
chr1	15500001	16000000	2010	2034.14942193724	1.81847171587395	2
chr1	16000001	16500000	2537	2689.18643895324	NA	NA
chr1	16500001	17000000	3583	3904.59833746714	1.99928805958909	2
chr1	17000001	17500000	2528	2597.99518630955	0.980495473316691	1
chr1	17500001	18000000	2027	2044.24112968779	NA	NA
chr1	18000001	18500000	1293	1298.65955835531	1.39298868209369	1
chr1	18500001	19000000	1678	1690.60515201341	1.86906958518085	2
chr1	19000001	19500000	1505	1516.80988173922	1.59532448957197	2
chr1	19500001	20000000	2023	2046.82504350641	1.84610861210164	2
chr1	20000001	20500000	1585	1612.41098677518	1.53134542317043	2
chr1	20500001	21000000	1686	1705.68013742562	1.67165373035706	2
chr1	21000001	21500000	2117	2129.32024694885	2.41719611824584	2
chr1	21500001	22000000	2375	2471.00856685665	1.87842694191425	2
chr1	22000001	22500000	2605	2614.84226629032	2.12679533145551	2
chr1	22500001	23000000	1662	1672.96797806419	NA	NA
chr1	23000001	23500000	1817	1828.17011942972	1.78706906299212	2
chr1	23500001	24000000	2370	2389.20442516951	2.11086176666362	2
chr1	24000001	24500000	2418	2441.74844537976	2.07861238058457	2
chr1	24500001	25000000	1920	1925.06677575378	1.93775002993145	2
chr1	25000001	25500000	2181	2193.5029669114	NA	NA
chr1	25500001	26000000	2286	2313.67619464029	1.69271538335143	2
chr1	26000001	26500000	2086	2095.48837134545	1.90298197237642	2
chr1	26500001	27000000	2753	2757.29586696072	2.27468588333254	2
chr1	27000001	27500000	2609	2713.01707464177	2.21021478411856	2
chr1	27500001	28000000	2727	2745.26147936071	2.24305014795208	2
chr1	28000001	28500000	2891	2898.35602759804	NA	NA
chr1	28500001	29000000	3199	3205.29519977235	2.7820937906304	3
chr1	29000001	29500000	2376	2379.4597344539	2.1968525148055	2
chr1	29500001	30000000	1440	1452.1603911152	1.8123395726794	2
chr1	30000001	30500000	1136	1136	1.14328033884576	1
chr1	30500001	31000000	1444	1455.70385902657	NA	NA
chr1	31000001	31500000	1830	1838.96680212717	NA	NA
chr1	31500001	32000000	2478	2509.36708860759	2.26052040156052	2
chr1	32000001	32500000	2371	2374.78065079607	2.16714310181743	2
chr1	32500001	33000000	2765	2771.8075593658	NA	NA
chr1	33000001	33500000	2451	2490.75747074808	2.14749664941541	2
chr1	33500001	34000000	1678	1696.57409317205	1.67847252261853	2
chr1	34000001	34500000	1047	1056.02904836351	1.23436997742866	1
chr1	34500001	35000000	1282	1285.87562914625	1.51180272877878	2
chr1	35000001	35500000	1430	1439.39927728064	1.50318484905545	2
chr1	35500001	36000000	2300	2313.50624948449	2.49715241033747	2
chr1	36000001	36500000	2245	2251.27204391435	2.31380518409248	2
chr1	36500001	37000000	2319	2384.1786766626	2.0249366770518	2
chr1	37000001	37500000	1234	1245.34509380456	NA	NA
chr1	37500001	38000000	1484	1497.00900828197	1.47795142306049	1
chr1	38000001	38500000	2177	2183.9011275631	1.91663379249204	2
chr1	38500001	39000000	1578	1606.41425534861	1.82662576102541	2
chr1	39000001	39500000	1711	1750.57346372087	NA	NA
chr1	39500001	40000000	1997	2009.43437994309	1.91275986931513	2
chr1	40000001	40500000	2132	2139.50109082443	1.8131410565812	2
chr1	40500001	41000000	2347	2363.2068727332	2.46312320794131	2
chr1	41000001	41500000	1992	2002.96825415978	1.9145565723801	2
chr1	41500001	42000000	1924	1941.82204270797	2.03539981794104	2
chr1	42000001	42500000	1287	1292.50088376129	1.47321293643374	1
chr1	42500001	43000000	1630	1649.34016274839	NA	NA
chr1	43000001	43500000	1872	1906.72916501152	NA	NA
chr1	43500001	44000000	1927	1970.84741324999	1.85508061096019	2
chr1	44000001	44500000	1951	1963.66959623491	1.9154640064328	2
chr1	44500001	45000000	1735	1739.90304678584	1.88310470555831	2
chr1	45000001	45500000	2501	2507.91683462991	2.19393175764688	2
chr1	45500001	46000000	2648	2711.19802598573	2.65571364231846	3
chr1	46000001	46500000	2356	2358.88255448158	2.37912120338686	2
chr1	46500001	47000000	2280	2299.15193562375	NA	NA
chr1	47000001	47500000	1332	1357.97535254345	1.17121140479572	1
chr1	47500001	48000000	1836	1930.7658494213	1.73159054177652	2
chr1	48000001	48500000	1365	1371.11241916464	1.58105609439959	2
chr1	48500001	49000000	1144	1147.48145874583	1.31406631300196	1
chr1	49000001	49500000	1125	1132.08914220851	1.57080836003934	2
chr1	49500001	50000000	1178	1184.74356034549	1.83687878605493	2
chr1	50000001	50500000	1337	1373.5529922292	2.0970766818355	2
chr1	50500001	51000000	1137	1145.31037205967	1.48268623758379	1
chr1	51000001	51500000	2193	2211.4568186081	3.13540626612991	3
chr1	51500001	52000000	2326	2337.13880353766	2.66759348424669	3
chr1	52000001	52500000	1995	2004.19927467074	2.37392206719614	2
chr1	52500001	53000000	2191	2203.09942202577	2.4134004063128	2
chr1	53000001	53500000	2635	2640.49222382556	2.58750152788003	3
chr1	53500001	54000000	1809	1821.51013158372	1.86938795632119	2
chr1	54000001	54500000	1818	1844.41572197006	1.94007982348546	2
chr1	54500001	55000000	1642	1642	1.49115425376272	1
chr1	55000001	55500000	2012	2019.96674885749	1.75170905985623	2
chr1	55500001	56000000	1515	1526.03014589453	1.89103679506806	2
chr1	56000001	56500000	1048	1057.72045094418	1.55323859464608	2
chr1	56500001	57000000	1026	1027.52896309709	1.38669262565249	1
chr1	57000001	57500000	1128	1133.40179294518	1.67944779873381	2
chr1	57500001	58000000	1026	1027.97370952228	1.57005145272958	2
chr1	58000001	58500000	1011	1017.71898071065	NA	NA
chr1	58500001	59000000	1001	1003.9415487378	1.18024108401888	1
chr1	59000001	59500000	1488	1495.62469469355	1.84384835694186	2
chr1	59500001	60000000	1157	1159.34419396019	1.52869274478787	2
chr1	60000001	60500000	991	1006.03417470682	1.37910578841801	1
chr1	60500001	61000000	804	809.68724319621	1.36255703980944	1
chr1	61000001	61500000	1030	1039.36677336153	1.4533831855941	1
chr1	61500001	62000000	1116	1118.39336179424	1.85328143239154	2
chr1	62000001	62500000	1617	1641.62103224156	2.01269666856402	2
chr1	62500001	63000000	1822	1836.91945985293	1.89681265232212	2
chr1	63000001	63500000	1448	1457.52639250139	2.14205766110207	2
chr1	63500001	64000000	1610	1616.46261754494	2.26987423079047	2
chr1	64000001	64500000	1150	1156.24371606676	1.59754448274609	2
chr1	64500001	65000000	1209	1211.8599895754	1.52020888042452	2
chr1	65000001	65500000	1364	1429.54162439527	2.00442898084281	2
chr1	65500001	66000000	1535	1546.41875609501	NA	NA
