chr	start	end	raw	cor	N	Ns
chr1	1	500000	5658	5948.21332828713	NA	NA
chr1	500001	1000000	5637	5897.77606655897	NA	NA
chr1	1000001	1500000	5119	5190.98863032535	1.75101996688952	2
chr1	1500001	2000000	5045	5206.87121224631	NA	NA
chr1	2000001	2500000	4248	4337.36711197514	1.85312374081587	2
chr1	2500001	3000000	4176	4272.24513847967	1.60869016159275	2
chr1	3000001	3500000	3300	3323.39671285852	1.87341232573069	2
chr1	3500001	4000000	2731	2759.22131561612	NA	NA
chr1	4000001	4500000	2822	2923.83725146865	NA	NA
chr1	4500001	5000000	2357	2402.26834468729	1.43534356966596	1
chr1	5000001	5500000	2029	2060.24568607501	1.44379949950486	1
chr1	5500001	6000000	2795	2870.02827927686	1.6853866397562	2
chr1	6000001	6500000	4210	4310.79500889805	1.79562123590171	2
chr1	6500001	7000000	4081	4106.55096007358	1.92054410751355	2
chr1	7000001	7500000	2828	2865.26564497859	1.7547557641423	2
chr1	7500001	8000000	3198	3243.28929166886	1.72046741112549	2
chr1	8000001	8500000	4260	4296.13912229676	2.2523412507886	2
chr1	8500001	9000000	4031	4061.27272690636	2.46834572051161	2
chr1	9000001	9500000	4377	4407.89049660017	1.93210041245261	2
chr1	9500001	10000000	5466	5633.78539668404	2.40757556022365	2
chr1	10000001	10500000	5099	5130.89363483413	2.75021192899385	3
chr1	10500001	11000000	3906	3929.67234621359	1.90559331745351	2
chr1	11000001	11500000	4162	4655.31435116416	2.13841325197916	2
chr1	11500001	12000000	4208	4259.99752984934	1.83058236216102	2
chr1	12000001	12500000	4085	4110.21204065739	2.06015577906219	2
chr1	12500001	13000000	3594	3669.33886558826	1.60406163871541	2
chr1	13000001	13500000	3793	3972.58466224128	NA	NA
chr1	13500001	14000000	3871	3946.80228467956	2.07993230262278	2
chr1	14000001	14500000	2450	2512.90298758523	1.80564848776513	2
chr1	14500001	15000000	2022	2041.83437915915	1.42113176776476	1
chr1	15000001	15500000	3293	3328.71713485702	1.77353407015536	2
chr1	15500001	16000000	3885	3931.67686777422	1.9529650133089	2
chr1	16000001	16500000	4822	5111.25621152248	NA	NA
chr1	16500001	17000000	5062	5516.34853035408	1.54958416983872	2
chr1	17000001	17500000	4944	5080.88932006109	1.12277457288195	1
chr1	17500001	18000000	4380	4417.25512976443	NA	NA
chr1	18000001	18500000	2755	2767.05884243533	1.72627856310357	2
chr1	18500001	19000000	3290	3314.71451139698	2.15974803580526	2
chr1	19000001	19500000	3232	3257.3618191237	1.97660376819433	2
chr1	19500001	20000000	3959	4005.62548059412	1.99972591921008	2
chr1	20000001	20500000	3213	3268.56561546287	1.7580672713289	2
chr1	20500001	21000000	3404	3443.73380059122	1.89698234634262	2
chr1	21000001	21500000	3731	3752.71319856691	2.55309884914542	3
chr1	21500001	22000000	4231	4402.03673531389	1.78067540210094	2
chr1	22000001	22500000	4805	4823.15435298463	2.10444684153465	2
chr1	22500001	23000000	3288	3309.6983825963	NA	NA
chr1	23000001	23500000	3558	3579.87302417773	1.98794415565889	2
chr1	23500001	24000000	4247	4281.41400577845	2.10051899004215	2
chr1	24000001	24500000	4250	4291.74147761125	2.01858606427982	2
chr1	24500001	25000000	3549	3558.36561830738	2.06900002327081	2
chr1	25000001	25500000	3988	4010.86191290355	NA	NA
chr1	25500001	26000000	4534	4588.89233005208	2.05288337765541	2
chr1	26000001	26500000	4054	4072.44000835784	2.02175084837633	2
chr1	26500001	27000000	5145	5153.02841827567	2.29253152034358	2
chr1	27000001	27500000	4860	5053.76120458374	2.20189311003207	2
chr1	27500001	28000000	4958	4991.20147219303	2.17383127425505	2
chr1	28000001	28500000	4957	4969.61287748305	NA	NA
chr1	28500001	29000000	6009	6020.8249001038	3.00975843060377	3
chr1	29000001	29500000	4685	4691.82190905577	2.4946823557593	2
chr1	29500001	30000000	2701	2723.80917805705	2.22708619005333	2
chr1	30000001	30500000	2330	2330	1.37235444591795	1
