chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	209.27	209.27	2.85971370143149	3
chr1	1718761	1718876	116	*	GNB1_11	53.87	53.87	2.20327198364008	2
chr1	1720492	1720708	217	*	GNB1_10	51.63	51.63	2.11165644171779	2
chr1	1721834	1722035	202	*	GNB1_9	49.03	49.03	2.00531697341513	2
chr1	1724684	1724750	67	*	GNB1_8	45.5	45.5	1.86094069529652	2
chr1	1735858	1736020	163	*	GNB1_7	51.82	51.82	2.11942740286299	2
chr1	1737914	1737977	64	*	GNB1_6	108.85	108.85	2.22597137014315	2
chr1	1747195	1747301	107	*	GNB1_5	54.38	54.38	2.2241308793456	2
chr1	1749276	1749314	39	*	GNB1_4	49.44	49.44	2.02208588957055	2
chr1	1756836	1756938	103	*	GNB1_3	46.88	46.88	1.91738241308793	2
chr1	1770629	1770677	49	*	GNB1_2	56.89	56.89	2.32678936605317	2
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	49.74	49.74	2.03435582822086	2
chr1	2489165	2489273	109	*	TNFRSF14_2	49.57	49.57	2.02740286298569	2
chr1	2489782	2489907	126	*	TNFRSF14_3	108.89	108.89	2.22678936605317	2
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	51.38	51.38	2.10143149284254	2
chr1	2493112	2493254	143	*	TNFRSF14_6	55.18	55.18	2.25685071574642	2
chr1	2494304	2494335	32	*	TNFRSF14_7	87.74	87.74	1.79427402862986	2
chr1	2494587	2497061	2475	*	TNFRSF14_8	200.6	200.6	1.40531697341513	1
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	49.95	49.95	2.04294478527607	2
chr1	9775599	9775827	229	*	PIK3CD_4	99.94	99.94	2.04376278118609	2
chr1	9775907	9776136	230	*	PIK3CD_5	48.68	48.68	1.99100204498978	2
chr1	9776498	9776677	180	*	PIK3CD_6	102	102	2.08588957055215	2
chr1	9777017	9777166	150	*	PIK3CD_7	103.51	103.51	2.11676891615542	2
chr1	9777595	9777684	90	*	PIK3CD_8	48.9	48.9	2	2
chr1	9778752	9778973	222	*	PIK3CD_9	47.16	47.16	1.92883435582822	2
chr1	9779979	9780075	97	*	PIK3CD_10	48.96	48.96	2.00245398773006	2
chr1	9780170	9780300	131	*	PIK3CD_11	50.13	50.13	2.05030674846626	2
chr1	9780669	9780719	51	*	PIK3CD_12	45.03	45.03	1.84171779141104	2
chr1	9780800	9780967	168	*	PIK3CD_13	45.03	45.03	1.84171779141104	2
chr1	9781185	9781306	122	*	PIK3CD_14	0	0	NA	NA
chr1	9781502	9781645	144	*	PIK3CD_15	51.36	51.36	2.10061349693252	2
chr1	9781819	9781918	100	*	PIK3CD_16	0	0	NA	NA
chr1	9782033	9782211	179	*	PIK3CD_17	48.59	48.59	1.98732106339468	2
chr1	9782302	9782414	113	*	PIK3CD_18	48.59	48.59	1.98732106339468	2
chr1	9782586	9782664	79	*	PIK3CD_19	47.88	47.88	1.95828220858896	2
chr1	9783183	9783350	168	*	PIK3CD_20	47.54	47.54	1.94437627811861	2
chr1	9784027	9784150	124	*	PIK3CD_21	51.28	51.28	2.09734151329243	2
chr1	9784334	9784479	146	*	PIK3CD_22	50.11	50.11	2.04948875255624	2
chr1	9784862	9784994	133	*	PIK3CD_23	47.62	47.62	1.94764826175869	2
chr1	9786967	9789172	2206	*	PIK3CD_24	146.79	146.79	1.880163599182	2
chr1	11166588	11167557	970	*	MTOR_58	97.72	97.72	1.99836400817996	2
chr1	11168238	11168343	106	*	MTOR_57	45.55	45.55	1.86298568507157	2
chr1	11169347	11169427	81	*	MTOR_56	48.4	48.4	1.97955010224949	2
chr1	11169706	11169786	81	*	MTOR_55	52.66	52.66	2.15378323108384	2
chr1	11172909	11172974	66	*	MTOR_54	51.78	51.78	2.11779141104294	2
chr1	11174375	11174510	136	*	MTOR_53	104.34	104.34	2.13374233128834	2
chr1	11174870	11174944	75	*	MTOR_52	94.46	94.46	1.93169734151329	2
chr1	11175453	11175525	73	*	MTOR_51	48.9	48.9	2	2
chr1	11177061	11177143	83	*	MTOR_50	47.33	47.33	1.93578732106339	2
chr1	11181303	11181425	123	*	MTOR_49	49.24	49.24	2.01390593047035	2
chr1	11182036	11182183	148	*	MTOR_48	112.55	112.55	2.30163599182004	2
chr1	11184555	11184690	136	*	MTOR_47	51.91	51.91	2.12310838445808	2
chr1	11186679	11186853	175	*	MTOR_46	96.51	96.51	1.97361963190184	2
chr1	11187067	11187201	135	*	MTOR_45	100.81	100.81	2.06155419222904	2
chr1	11187681	11187863	183	*	MTOR_44	51.07	51.07	2.08875255623722	2
chr1	11188061	11188183	123	*	MTOR_43	48.9	48.9	2	2
chr1	11188511	11188609	99	*	MTOR_42	52.26	52.26	2.13742331288344	2
chr1	11188912	11189008	97	*	MTOR_41	46.69	46.69	1.90961145194274	2
chr1	11189795	11189895	101	*	MTOR_40	49.35	49.35	2.01840490797546	2
chr1	11190586	11190834	249	*	MTOR_39	49.87	49.87	2.03967280163599	2
chr1	11193137	11193254	118	*	MTOR_38	49.11	49.11	2.00858895705521	2
chr1	11194408	11194523	116	*	MTOR_37	51.41	51.41	2.10265848670757	2
chr1	11199361	11199492	132	*	MTOR_36	50.98	50.98	2.08507157464213	2
chr1	11199590	11199715	126	*	MTOR_35	50.98	50.98	2.08507157464213	2
chr1	11204705	11204812	108	*	MTOR_34	49.96	49.96	2.04335378323108	2
chr1	11205025	11205102	78	*	MTOR_33	48.77	48.77	1.99468302658487	2
chr1	11206733	11206848	116	*	MTOR_32	89.3	89.3	1.82617586912065	2
chr1	11210183	11210283	101	*	MTOR_31	50.13	50.13	2.05030674846626	2
chr1	11217209	11217348	140	*	MTOR_30	98.14	98.14	2.00695296523517	2
chr1	11227499	11227574	76	*	MTOR_29	48.21	48.21	1.97177914110429	2
chr1	11259315	11259460	146	*	MTOR_28	101.07	101.07	2.06687116564417	2
chr1	11259598	11259760	163	*	MTOR_27	46.03	46.03	1.88261758691207	2
chr1	11264618	11264760	143	*	MTOR_26	51.6	51.6	2.11042944785276	2
chr1	11269369	11269515	147	*	MTOR_25	117.01	117.01	2.39284253578732	2
chr1	11270871	11270963	93	*	MTOR_24	105.58	105.58	2.15910020449898	2
chr1	11272369	11272531	163	*	MTOR_23	43.56	43.56	1.78159509202454	2
chr1	11272853	11272965	113	*	MTOR_22	44.84	44.84	1.83394683026585	2
chr1	11273456	11273623	168	*	MTOR_21	47.66	47.66	1.94928425357873	2
chr1	11276205	11276291	87	*	MTOR_20	111.81	111.81	2.28650306748466	2
chr1	11288725	11288975	251	*	MTOR_19	91.38	91.38	1.86871165644172	2
chr1	11290982	11291111	130	*	MTOR_18	103.02	103.02	2.10674846625767	2
chr1	11291357	11291491	135	*	MTOR_17	105.15	105.15	2.15030674846626	2
chr1	11292493	11292585	93	*	MTOR_16	48.71	48.71	1.99222903885481	2
chr1	11293455	11293544	90	*	MTOR_15	50.64	50.64	2.07116564417178	2
chr1	11294200	11294322	123	*	MTOR_14	99.56	99.56	2.0359918200409	2
chr1	11297900	11298105	206	*	MTOR_13	99.42	99.42	2.03312883435583	2
chr1	11298459	11298674	216	*	MTOR_12	52.26	52.26	2.13742331288344	2
chr1	11300360	11300604	245	*	MTOR_11	97.3	97.3	1.98977505112474	2
chr1	11301610	11301738	129	*	MTOR_10	50.81	50.81	2.07811860940695	2
chr1	11303171	11303357	187	*	MTOR_9	49.1	49.1	2.0081799591002	2
chr1	11307682	11307790	109	*	MTOR_8	49.06	49.06	2.00654396728016	2
chr1	11307876	11308151	276	*	MTOR_7	91.71	91.71	1.87546012269939	2
chr1	11313896	11314030	135	*	MTOR_6	52.27	52.27	2.13783231083845	2
chr1	11316049	11316249	201	*	MTOR_5	96.47	96.47	1.97280163599182	2
chr1	11316990	11317222	233	*	MTOR_4	102.33	102.33	2.09263803680982	2
chr1	11318542	11318650	109	*	MTOR_3	52.82	52.82	2.16032719836401	2
chr1	11319305	11319480	176	*	MTOR_2	48.59	48.59	1.98732106339468	2
chr1	11322502	11322608	107	*	MTOR_1	0	0	NA	NA
chr1	23884421	23884906	486	*	ID3_3	62.61	62.61	2.56073619631902	3
chr1	23885426	23885510	85	*	ID3_2	47.49	47.49	1.94233128834356	2
chr1	23885618	23886285	668	*	ID3_1	44.28	44.28	1.81104294478528	2
chr1	24018269	24018319	51	*	RPL11_1	0	0	0	0
chr1	24019099	24019249	151	*	RPL11_2	0	0	0	0
chr1	24020297	24020403	107	*	RPL11_3	0.34	0.34	0.0139059304703477	0
chr1	24021150	24021281	132	*	RPL11_4	0	0	0	0
chr1	24022288	24022398	111	*	RPL11_5	0.1	0.1	0.00204498977505112	0
chr1	24022834	24022915	82	*	RPL11_6	0	0	0	0
chr1	27022522	27024031	1510	*	ARID1A_1	0	0	NA	NA
chr1	27056142	27056354	213	*	ARID1A_2	103.96	103.96	2.12597137014315	2
chr1	27057643	27058095	453	*	ARID1A_3	96.36	96.36	1.97055214723926	2
chr1	27059167	27059283	117	*	ARID1A_4	45.71	45.71	1.86952965235174	2
chr1	27087347	27087587	241	*	ARID1A_5	101.7	101.7	2.07975460122699	2
chr1	27087875	27087964	90	*	ARID1A_6	51.48	51.48	2.10552147239264	2
chr1	27088643	27088810	168	*	ARID1A_7	97.17	97.17	1.98711656441718	2
chr1	27089464	27089776	313	*	ARID1A_8	105.29	105.29	2.15316973415133	2
chr1	27092712	27092857	146	*	ARID1A_9	100.03	100.03	2.04560327198364	2
chr1	27092948	27093057	110	*	ARID1A_10	49.98	49.98	2.0441717791411	2
chr1	27094281	27094490	210	*	ARID1A_11	53.92	53.92	2.20531697341513	2
chr1	27097610	27097817	208	*	ARID1A_12	105.87	105.87	2.16503067484663	2
chr1	27098991	27099123	133	*	ARID1A_13	50.8	50.8	2.07770961145194	2
chr1	27099303	27099478	176	*	ARID1A_14	52.7	52.7	2.15541922290389	2
chr1	27099837	27099987	151	*	ARID1A_15	49.98	49.98	2.0441717791411	2
chr1	27100071	27100208	138	*	ARID1A_16	98.73	98.73	2.01901840490798	2
chr1	27100293	27100389	97	*	ARID1A_17	48.75	48.75	1.99386503067485	2
chr1	27100820	27101711	892	*	ARID1A_18	151.29	151.29	2.06830265848671	2
chr1	27102068	27102198	131	*	ARID1A_19	102.45	102.45	2.09509202453988	2
chr1	27105514	27108601	3088	*	ARID1A_20	295.14	295.14	2.00593047034765	2
chr1	33116749	33116923	175	*	RBBP4_1	0	0	NA	NA
chr1	33117515	33117662	148	*	RBBP4_2	49.59	49.59	2.02822085889571	2
chr1	33123028	33123173	146	*	RBBP4_3	51.98	51.98	2.12597137014315	2
chr1	33133826	33133999	174	*	RBBP4_4	105.61	105.61	2.15971370143149	2
chr1	33134340	33134455	116	*	RBBP4_5	105.9	105.9	2.16564417177914	2
chr1	33134573	33134733	161	*	RBBP4_6	48.45	48.45	1.98159509202454	2
chr1	33134832	33134958	127	*	RBBP4_7	94.88	94.88	1.94028629856851	2
chr1	33135087	33135164	78	*	RBBP4_8	46.43	46.43	1.89897750511247	2
chr1	33138051	33138127	77	*	RBBP4_9	99.69	99.69	2.03865030674847	2
chr1	33138243	33138300	58	*	RBBP4_10	48.9	48.9	2	2
chr1	33138392	33138502	111	*	RBBP4_11	48.9	48.9	2	2
chr1	33145241	33151812	6572	*	RBBP4_12	221.91	221.91	1.8678936605317	2
chr1	33473541	33476434	2894	*	AK2_7	0.66	0.66	0	0
chr1	33478808	33479003	196	*	AK2_6	0	0	0	0
chr1	33480123	33480195	73	*	AK2_5	0	0	0	0
chr1	33486968	33487062	95	*	AK2_4	0	0	0	0
chr1	33487194	33487304	111	*	AK2_3	0	0	0	0
chr1	33490043	33490168	126	*	AK2_2	0.3	0.3	0.0122699386503067	0
chr1	33502337	33502512	176	*	AK2_1	0.2	0.2	0.0081799591002045	0
chr1	36931644	36932509	866	*	CSF3R_17	138.05	138.05	1.86543967280164	2
chr1	36932831	36932912	82	*	CSF3R_16	49.01	49.01	2.00449897750511	2
chr1	36933159	36933252	94	*	CSF3R_15	46.99	46.99	1.92188139059305	2
chr1	36933423	36933563	141	*	CSF3R_14	94.87	94.87	1.940081799591	2
chr1	36933676	36933822	147	*	CSF3R_13	47.88	47.88	1.95828220858896	2
chr1	36934757	36934858	102	*	CSF3R_12	51.61	51.61	2.11083844580777	2
chr1	36935253	36935441	189	*	CSF3R_11	54.19	54.19	2.21635991820041	2
chr1	36937034	36937247	214	*	CSF3R_10	97.59	97.59	1.99570552147239	2
chr1	36937667	36937740	74	*	CSF3R_9	51.54	51.54	2.1079754601227	2
chr1	36937839	36937992	154	*	CSF3R_8	51.54	51.54	2.1079754601227	2
chr1	36938118	36938287	170	*	CSF3R_7	51.55	51.55	2.10838445807771	2
chr1	36939036	36939223	188	*	CSF3R_6	54.29	54.29	2.22044989775051	2
chr1	36939365	36939488	124	*	CSF3R_5	52.41	52.41	2.14355828220859	2
chr1	36940978	36941274	297	*	CSF3R_4	103.38	103.38	2.11411042944785	2
chr1	36945034	36945117	84	*	CSF3R_3	49.66	49.66	2.03108384458078	2
chr1	36947079	36947138	60	*	CSF3R_2	73.27	73.27	2.99672801635992	3
chr1	36948412	36948915	504	*	CSF3R_1	0	0	NA	NA
chr1	39303869	39305376	1508	*	RRAGC_7	161.45	161.45	2.13660531697342	2
chr1	39311611	39311759	149	*	RRAGC_6	100.79	100.79	2.06114519427403	2
chr1	39317287	39317429	143	*	RRAGC_5	47.85	47.85	1.95705521472393	2
chr1	39318046	39318160	115	*	RRAGC_4	51.16	51.16	2.09243353783231	2
chr1	39321380	39321579	200	*	RRAGC_3	52.55	52.55	2.14928425357873	2
chr1	39322551	39322754	204	*	RRAGC_2	95.93	95.93	1.96175869120654	2
chr1	39325082	39325495	414	*	RRAGC_1	0	0	NA	NA
chr1	43803475	43803598	124	*	MPL_1	51.24	51.24	2.09570552147239	2
chr1	43803770	43803902	133	*	MPL_2	102.38	102.38	2.09366053169734	2
chr1	43804213	43804391	179	*	MPL_3	99.84	99.84	2.04171779141104	2
chr1	43804942	43805240	299	*	MPL_4	105.34	105.34	2.15419222903886	2
chr1	43805635	43805797	163	*	MPL_5	50.36	50.36	2.05971370143149	2
chr1	43806058	43806184	127	*	MPL_6	50.57	50.57	2.06830265848671	2
chr1	43812116	43812300	185	*	MPL_7	54.1	54.1	2.21267893660532	2
chr1	43812463	43812605	143	*	MPL_8	51.35	51.35	2.10020449897751	2
chr1	43814514	43814673	160	*	MPL_9	0	0	NA	NA
chr1	43814934	43815030	97	*	MPL_10	0	0	NA	NA
chr1	43817887	43817974	88	*	MPL_11	107.46	107.46	2.19754601226994	2
chr1	43818189	43820135	1947	*	MPL_12	113.1	113.1	1.95787321063395	2
chr1	47681962	47685846	3885	*	TAL1_6	166.82	166.82	2.07321063394683	2
chr1	47689676	47689770	95	*	TAL1_5	42.53	42.53	1.73946830265849	2
chr1	47691115	47691561	447	*	TAL1_4	0	0	NA	NA
chr1	47694868	47695023	156	*	TAL1_3	0	0	0	0
chr1	47695326	47695443	118	*	TAL1_2	0	0	0	0
chr1	47697839	47698007	169	*	TAL1_1	0	0	NA	NA
chr1	47715811	47717594	1784	*	STIL_17	213.19	213.19	2.10858895705521	2
chr1	47725961	47726211	251	*	STIL_16	104.34	104.34	2.13374233128834	2
chr1	47728575	47728785	211	*	STIL_15	54.11	54.11	2.21308793456033	2
chr1	47735307	47735538	232	*	STIL_14	100.91	100.91	2.06359918200409	2
chr1	47737748	47737913	166	*	STIL_13	105.93	105.93	2.16625766871166	2
chr1	47745913	47746881	969	*	STIL_12	159.4	159.4	2.24376278118609	2
chr1	47748017	47748131	115	*	STIL_11	113.35	113.35	2.31799591002045	2
chr1	47753223	47753332	110	*	STIL_10	51.65	51.65	2.11247443762781	2
chr1	47755107	47755257	151	*	STIL_9	52.57	52.57	2.15010224948875	2
chr1	47759130	47759216	87	*	STIL_8	56.47	56.47	2.30961145194274	2
chr1	47761437	47761520	84	*	STIL_7	53.46	53.46	2.18650306748466	2
chr1	47765577	47765824	248	*	STIL_6	100.56	100.56	2.05644171779141	2
chr1	47767233	47767420	188	*	STIL_5	54.28	54.28	2.2200408997955	2
chr1	47767906	47768018	113	*	STIL_4	49.66	49.66	2.03108384458078	2
chr1	47770561	47770668	108	*	STIL_3	49.91	49.91	2.04130879345603	2
chr1	47775948	47776034	87	*	STIL_2	100.75	100.75	2.06032719836401	2
chr1	47779708	47779819	112	*	STIL_1	0	0	NA	NA
chr1	50906935	50907195	261	*	FAF1_19	0	0	0	0
chr1	50941136	50941351	216	*	FAF1_18	0	0	NA	NA
chr1	50956260	50956337	78	*	FAF1_17	0	0	NA	NA
chr1	50957393	50957473	81	*	FAF1_16	0	0	NA	NA
chr1	51001041	51001129	89	*	FAF1_15	0	0	0	0
chr1	51005264	51005400	137	*	FAF1_14	0.11	0.11	0.00449897750511247	0
chr1	51032749	51032903	155	*	FAF1_13	0	0	0	0
chr1	51048290	51048371	82	*	FAF1_12	0	0	0	0
chr1	51049324	51049387	64	*	FAF1_11	0	0	NA	NA
chr1	51050357	51050483	127	*	FAF1_10	0	0	0	0
chr1	51061793	51061888	96	*	FAF1_9	0	0	0	0
chr1	51121114	51121200	87	*	FAF1_8	0	0	0	0
chr1	51171458	51171563	106	*	FAF1_7	0	0	0	0
chr1	51204535	51204626	92	*	FAF1_6	0	0	NA	NA
chr1	51210356	51210447	92	*	FAF1_5	1.83	1.83	0.0374233128834356	0
chr1	51253672	51253877	206	*	FAF1_4	0	0	NA	NA
chr1	51267303	51267349	47	*	FAF1_3	0	0	NA	NA
chr1	51323601	51323669	69	*	FAF1_2	0	0	0	0
chr1	51425439	51425936	498	*	FAF1_1	0	0	0	0
chr1	51434367	51435571	1205	*	CDKN2C_1	24.17	24.17	0.988548057259714	1
chr1	51436030	51436169	140	*	CDKN2C_2	0.38	0.38	0.00777096114519427	0
chr1	51439565	51440306	742	*	CDKN2C_3	0.21	0.21	0.00429447852760736	0
chr1	59120411	59125827	5417	*	MYSM1_20	2.05	2.05	0.00245398773006135	0
chr1	59126842	59126899	58	*	MYSM1_19	0	0	0	0
chr1	59127078	59127183	106	*	MYSM1_18	0	0	0	0
chr1	59131171	59131303	133	*	MYSM1_17	1.52	1.52	0.0310838445807771	0
chr1	59132710	59132898	189	*	MYSM1_16	0.39	0.39	0.00797546012269939	0
chr1	59133519	59133593	75	*	MYSM1_15	0.08	0.08	0.0016359918200409	0
chr1	59134304	59134354	51	*	MYSM1_14	0	0	0	0
chr1	59134656	59134710	55	*	MYSM1_13	0	0	0	0
chr1	59137542	59137630	89	*	MYSM1_12	0.08	0.08	0.0032719836400818	0
chr1	59139245	59139322	78	*	MYSM1_11	0	0	0	0
chr1	59141149	59141252	104	*	MYSM1_10	0	0	0	0
chr1	59142598	59142728	131	*	MYSM1_9	0	0	NA	NA
chr1	59147457	59148217	761	*	MYSM1_8	0.06	0.06	0	0
chr1	59150825	59150923	99	*	MYSM1_7	0	0	NA	NA
chr1	59154710	59154788	79	*	MYSM1_6	1.95	1.95	0.0797546012269939	0
chr1	59155898	59155921	24	*	MYSM1_5	0	0	0	0
chr1	59156012	59156089	78	*	MYSM1_4	0	0	0	0
chr1	59158533	59158603	71	*	MYSM1_3	0.35	0.35	0.0143149284253579	0
chr1	59160801	59160879	79	*	MYSM1_2	0	0	0	0
chr1	59165657	59165747	91	*	MYSM1_1	2.12	2.12	0.0433537832310838	0
chr1	65298906	65300340	1435	*	JAK1_25	117.06	117.06	2.39386503067485	2
chr1	65301079	65301189	111	*	JAK1_24	51.78	51.78	2.11779141104294	2
chr1	65301781	65301898	118	*	JAK1_23	47.49	47.49	1.94233128834356	2
chr1	65303615	65303787	173	*	JAK1_22	100.72	100.72	2.05971370143149	2
chr1	65304148	65304272	125	*	JAK1_21	106.13	106.13	2.17034764826176	2
chr1	65305286	65305478	193	*	JAK1_20	51.6	51.6	2.11042944785276	2
chr1	65306928	65307022	95	*	JAK1_19	105.26	105.26	2.15255623721881	2
chr1	65307134	65307284	151	*	JAK1_18	52.81	52.81	2.159918200409	2
chr1	65309747	65309898	152	*	JAK1_17	97.29	97.29	1.98957055214724	2
chr1	65310437	65310572	136	*	JAK1_16	48.99	48.99	2.00368098159509	2
chr1	65311196	65311323	128	*	JAK1_15	54.48	54.48	2.22822085889571	2
chr1	65312332	65312419	88	*	JAK1_14	116.32	116.32	2.37873210633947	2
chr1	65313215	65313358	144	*	JAK1_13	47.44	47.44	1.94028629856851	2
chr1	65316487	65316593	107	*	JAK1_12	104.74	104.74	2.14192229038855	2
chr1	65321192	65321381	190	*	JAK1_11	57.92	57.92	2.36891615541922	2
chr1	65323339	65323462	124	*	JAK1_10	97.67	97.67	1.99734151329243	2
chr1	65325788	65325945	158	*	JAK1_9	81.78	81.78	1.67239263803681	2
chr1	65330470	65330655	186	*	JAK1_8	101.94	101.94	2.08466257668712	2
chr1	65332549	65332891	343	*	JAK1_7	106.75	106.75	2.18302658486708	2
chr1	65334994	65335157	164	*	JAK1_6	50.03	50.03	2.04621676891616	2
chr1	65339053	65339206	154	*	JAK1_5	50.76	50.76	2.0760736196319	2
chr1	65344708	65344831	124	*	JAK1_4	91.94	91.94	1.880163599182	2
chr1	65348960	65349158	199	*	JAK1_3	110.33	110.33	2.25623721881391	2
chr1	65351942	65352024	83	*	JAK1_2	48.33	48.33	1.97668711656442	2
chr1	65432016	65432252	237	*	JAK1_1	0	0	NA	NA
chr1	78414087	78414459	373	*	FUBP1_20	51.53	51.53	2.10756646216769	2
chr1	78414840	78414985	146	*	FUBP1_19	55.74	55.74	2.27975460122699	2
chr1	78420940	78421014	75	*	FUBP1_18	39.76	39.76	1.62617586912065	2
chr1	78422257	78422385	129	*	FUBP1_17	42.6	42.6	1.74233128834356	2
chr1	78425869	78425948	80	*	FUBP1_16	54.65	54.65	2.23517382413088	2
chr1	78426029	78426180	152	*	FUBP1_15	66.65	66.65	2.72597137014315	3
chr1	78428455	78428615	161	*	FUBP1_14	104.83	104.83	2.14376278118609	2
chr1	78429259	78429400	142	*	FUBP1_13	103.3	103.3	2.11247443762781	2
chr1	78429747	78429847	101	*	FUBP1_12	50.22	50.22	2.05398773006135	2
chr1	78429939	78430041	103	*	FUBP1_11	50.22	50.22	2.05398773006135	2
chr1	78430331	78430432	102	*	FUBP1_10	49.34	49.34	2.01799591002045	2
chr1	78430555	78430653	99	*	FUBP1_9	50.33	50.33	2.05848670756646	2
chr1	78430753	78430915	163	*	FUBP1_8	50.33	50.33	2.05848670756646	2
chr1	78432378	78432435	58	*	FUBP1_7	52.63	52.63	2.15255623721881	2
chr1	78432568	78432639	72	*	FUBP1_6	52.63	52.63	2.15255623721881	2
chr1	78432733	78432785	53	*	FUBP1_5	107.93	107.93	2.20715746421268	2
chr1	78433311	78433350	40	*	FUBP1_4	58.21	58.21	2.38077709611452	2
chr1	78433849	78433887	39	*	FUBP1_3	52.14	52.14	2.13251533742331	2
chr1	78435609	78435699	91	*	FUBP1_2	57.63	57.63	2.35705521472393	2
chr1	78444569	78444889	321	*	FUBP1_1	95.91	95.91	1.96134969325153	2
chr1	92940318	92941764	1447	*	GFI1_7	0.38	0.38	0.00777096114519427	0
chr1	92944145	92944310	166	*	GFI1_6	0.43	0.43	0.0175869120654397	0
chr1	92945905	92946042	138	*	GFI1_5	0.47	0.47	0.0192229038854806	0
chr1	92946158	92946645	488	*	GFI1_4	0	0	NA	NA
chr1	92948421	92948603	183	*	GFI1_3	0	0	0	0
chr1	92948930	92949143	214	*	GFI1_2	0.09	0.09	0.00368098159509202	0
chr1	92952283	92952433	151	*	GFI1_1	0	0	NA	NA
chr1	93297594	93297674	81	*	RPL5_1	0	0	NA	NA
chr1	93298946	93299015	70	*	RPL5_2	0	0	0	0
chr1	93299102	93299217	116	*	RPL5_3	0.46	0.46	0.0188139059304703	0
chr1	93300336	93300470	135	*	RPL5_4	0.5	0.5	0.0102249488752556	0
chr1	93301747	93301949	203	*	RPL5_5	0.13	0.13	0.00531697341513292	0
chr1	93303013	93303190	178	*	RPL5_6	0	0	0	0
chr1	93306108	93306196	89	*	RPL5_7	0	0	0	0
chr1	93307323	93307481	159	*	RPL5_8	0.17	0.17	0.00695296523517383	0
chr1	115247085	115250671	3587	*	NRAS_7	17	17	0.695296523517382	1
chr1	115250775	115250813	39	*	NRAS_6	17	17	0.695296523517382	1
chr1	115251152	115251275	124	*	NRAS_5	29.37	29.37	1.20122699386503	1
chr1	115252190	115252349	160	*	NRAS_4	78.18	78.18	1.59877300613497	2
chr1	115256421	115256599	179	*	NRAS_3	46.08	46.08	0.942331288343558	1
chr1	115258671	115258798	128	*	NRAS_2	58.74	58.74	1.20122699386503	1
chr1	115259279	115259515	237	*	NRAS_1	0	0	0	0
chr1	117057156	117057444	289	*	CD58_6	57.55	57.55	1.17689161554192	1
chr1	117061853	117061889	37	*	CD58_5	27.79	27.79	1.13660531697342	1
chr1	117064528	117064605	78	*	CD58_4	28.37	28.37	1.16032719836401	1
chr1	117078587	117078850	264	*	CD58_3	47.2	47.2	0.965235173824131	1
chr1	117086933	117087226	294	*	CD58_2	30.97	30.97	1.26666666666667	1
chr1	117113525	117113715	191	*	CD58_1	0	0	NA	NA
chr1	118148604	118148775	172	*	FAM46C_1	0	0	0	0
chr1	118165464	118171011	5548	*	FAM46C_2	242.56	242.56	1.42372188139059	1
chr1	120454176	120459317	5142	*	NOTCH2_34	221.68	221.68	1.87893660531697	2
chr1	120460288	120460385	98	*	NOTCH2_33	50.23	50.23	2.05439672801636	2
chr1	120461029	120461176	148	*	NOTCH2_32	50.77	50.77	2.07648261758691	2
