chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	115.28	115.28	1.85072655217966	2
chr1	1718761	1718876	116	*	GNB1_11	46.38	46.38	2.04227212681638	2
chr1	1720492	1720708	217	*	GNB1_10	48.49	48.49	2.13518273888155	2
chr1	1721834	1722035	202	*	GNB1_9	46.05	46.05	2.02774108322325	2
chr1	1724684	1724750	67	*	GNB1_8	42.28	42.28	1.86173491853809	2
chr1	1735858	1736020	163	*	GNB1_7	47.74	47.74	2.10215763980625	2
chr1	1737914	1737977	64	*	GNB1_6	97.19	97.19	2.13980625275209	2
chr1	1747195	1747301	107	*	GNB1_5	52.6	52.6	2.31616028181418	2
chr1	1749276	1749314	39	*	GNB1_4	43.5	43.5	1.91545574636724	2
chr1	1756836	1756938	103	*	GNB1_3	47.11	47.11	2.074416556583	2
chr1	1770629	1770677	49	*	GNB1_2	0	0	NA	NA
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	43.8	43.8	1.92866578599736	2
chr1	2489165	2489273	109	*	TNFRSF14_2	45.56	45.56	2.00616468516072	2
chr1	2489782	2489907	126	*	TNFRSF14_3	94.79	94.79	2.08696609423162	2
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	44.96	44.96	1.97974460590048	2
chr1	2493112	2493254	143	*	TNFRSF14_6	45.09	45.09	1.98546895640687	2
chr1	2494304	2494335	32	*	TNFRSF14_7	86.16	86.16	1.89696169088507	2
chr1	2494587	2497061	2475	*	TNFRSF14_8	183.38	183.38	1.70849845882871	2
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	46.47	46.47	2.04623513870542	2
chr1	9775599	9775827	229	*	PIK3CD_4	93.19	93.19	2.05173932188463	2
chr1	9775907	9776136	230	*	PIK3CD_5	47.89	47.89	2.10876265962131	2
chr1	9776498	9776677	180	*	PIK3CD_6	97.29	97.29	2.14200792602378	2
chr1	9777017	9777166	150	*	PIK3CD_7	94.61	94.61	2.08300308234258	2
chr1	9777595	9777684	90	*	PIK3CD_8	44.21	44.21	1.94671950682519	2
chr1	9778752	9778973	222	*	PIK3CD_9	44.8	44.8	1.97269925143109	2
chr1	9779979	9780075	97	*	PIK3CD_10	44.53	44.53	1.96081021576398	2
chr1	9780170	9780300	131	*	PIK3CD_11	46.84	46.84	2.0625275209159	2
chr1	9780669	9780719	51	*	PIK3CD_12	43.55	43.55	1.91765741963893	2
chr1	9780800	9780967	168	*	PIK3CD_13	43.55	43.55	1.91765741963893	2
chr1	9781185	9781306	122	*	PIK3CD_14	0	0	NA	NA
chr1	9781502	9781645	144	*	PIK3CD_15	48.17	48.17	2.12109202994276	2
chr1	9781819	9781918	100	*	PIK3CD_16	0	0	NA	NA
chr1	9782033	9782211	179	*	PIK3CD_17	46.15	46.15	2.03214442976662	2
