chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	8926.49	8926.49	1.89384615384615	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	48278.65	48278.65	1.97606837606838	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	41648.5	41648.5	1.79350427350427	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	36225.51	36225.51	1.60547008547009	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	30358.75	30358.75	1.6957264957265	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	24887.32	24887.32	1.6765811965812	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	50452.73	50452.73	1.92752136752137	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	35381.63	35381.63	1.76854700854701	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	44237.34	44237.34	1.97247863247863	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	58690.74	58690.74	1.99880341880342	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	51053.64	51053.64	1.96957264957265	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	53288.12	53288.12	1.79965811965812	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	37739.6	37739.6	2.01487179487179	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	9462.45	9462.45	2.03282051282051	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	24341.26	24341.26	1.84512820512821	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	42555.04	42555.04	1.86923076923077	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	47569.42	47569.42	2.03384615384615	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	38363.52	38363.52	1.87213675213675	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	31593.22	31593.22	1.67794871794872	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	40365.15	40365.15	1.97675213675214	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	36090.17	36090.17	1.86564102564103	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	46470.61	46470.61	2.11589743589744	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	43413.17	43413.17	1.91863247863248	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	44977.45	44977.45	1.93880341880342	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	46364.8	46364.8	2.08119658119658	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	41291.56	41291.56	1.95384615384615	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	54694.42	54694.42	2.0765811965812	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	55531.49	55531.49	2.07179487179487	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	58506.97	58506.97	2.12683760683761	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	45399.35	45399.35	2.00735042735043	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	26146.54	26146.54	1.59282051282051	2
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	42973.8	42973.8	1.9974358974359	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	54626.81	54626.81	2.08239316239316	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	42596.53	42596.53	1.97264957264957	2
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	17238.59	17238.59	1.74034188034188	2
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	36955.02	36955.02	2.12820512820513	2
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	51031.26	51031.26	2.09299145299145	2
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	33763.53	33763.53	1.69982905982906	2
chr1	38000001	39000000	1000000	+	chr1:38000000-39000000	37115.73	37115.73	1.88034188034188	2
