chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	4416.99	4416.99	1.90512391667934	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	26138.95	26138.95	2.06720389235214	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	21758.56	21758.56	1.88870305610461	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	20524.4	20524.4	1.7935228827733	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	14789.62	14789.62	1.81997871369925	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	14778.75	14778.75	1.83852820434849	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	25910.04	25910.04	1.91972023719021	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	19232.32	19232.32	1.9577314885206	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	25830.44	25830.44	2.06598753230956	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	31857.3	31857.3	2.16968222593888	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	27474.76	27474.76	2.05747301201156	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	31089.71	31089.71	2.06598753230956	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	20847.67	20847.67	2.01672495058537	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	5984.39	5984.39	2.28310779990877	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	13875.39	13875.39	2.04713395164969	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	21460.54	21460.54	1.9577314885206	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	23787.28	23787.28	1.97415234909533	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	20970.43	20970.43	1.9513455982971	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	17412.12	17412.12	1.82940550402919	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	21941.55	21941.55	2.0331458111601	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	22705.99	22705.99	2.06507526227763	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	20478.44	20478.44	1.85434088490193	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	24744.13	24744.13	2.03922761137297	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	26006.37	26006.37	2.12802189448077	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	26495.43	26495.43	2.35669758248441	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	21279.25	21279.25	1.97050326896761	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	27326.66	27326.66	2.0909229131823	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	29781.19	29781.19	2.07024479245857	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	30202.45	30202.45	2.13379960468299	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	21319.01	21319.01	2.07875931275658	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	15474.69	15474.69	1.83001368405048	2
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	23406.58	23406.58	1.92063250722214	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	27929.25	27929.25	2.01915767067052	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	23585.33	23585.33	2.06173027216056	2
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	11384.29	11384.29	1.92306522730728	2
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	20061.87	20061.87	2.07389387258629	2
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	26383.17	26383.17	2.03801125133039	2
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	17139.05	17139.05	1.79625969286909	2
