chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	138.13	138.13	1.96715450787622	2
chr1	1718761	1718876	116	*	GNB1_11	42.66	42.66	1.90637917551112	2
chr1	1720492	1720708	217	*	GNB1_10	89.77	89.77	2.00580940677019	2
chr1	1721834	1722035	202	*	GNB1_9	40.59	40.59	1.81387554463189	2
chr1	1724684	1724750	67	*	GNB1_8	42.42	42.42	1.89565411685845	2
chr1	1735858	1736020	163	*	GNB1_7	41.3	41.3	1.84560384314602	2
chr1	1737914	1737977	64	*	GNB1_6	41.75	41.75	1.86571332811976	2
chr1	1747195	1747301	107	*	GNB1_5	49.48	49.48	2.21114959222433	2
chr1	1749276	1749314	39	*	GNB1_4	29.98	29.98	1.33973857669534	1
chr1	1756836	1756938	103	*	GNB1_3	34.73	34.73	1.55200536252933	2
chr1	1770629	1770677	49	*	GNB1_2	0	0	0	0
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	28.72	28.72	1.28343201876885	1
chr1	2489165	2489273	109	*	TNFRSF14_2	0	0	NA	NA
chr1	2489782	2489907	126	*	TNFRSF14_3	45.33	45.33	2.02569545302201	2
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	45.5	45.5	2.03329236956765	2
chr1	2493112	2493254	143	*	TNFRSF14_6	37.53	37.53	1.67713104681041	2
chr1	2494304	2494335	32	*	TNFRSF14_7	74.04	74.04	1.6543402971735	2
chr1	2494587	2497061	2475	*	TNFRSF14_8	113.68	113.68	1.31828845939001	1
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	44.12	44.12	1.97162328231483	2
chr1	9775599	9775827	229	*	PIK3CD_4	0	0	NA	NA
chr1	9775907	9776136	230	*	PIK3CD_5	36.62	36.62	1.63646519941906	2
chr1	9776498	9776677	180	*	PIK3CD_6	36.62	36.62	1.63646519941906	2
chr1	9777017	9777166	150	*	PIK3CD_7	37.23	37.23	1.66372472349458	2
chr1	9777595	9777684	90	*	PIK3CD_8	37.31	37.31	1.66729974304547	2
