chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	95.71	95.71	2.72367672168469	3
chr1	1718761	1718876	116	*	GNB1_11	28.95	28.95	1.64769493454752	2
chr1	1720492	1720708	217	*	GNB1_10	32.25	32.25	1.83551508252703	2
chr1	1721834	1722035	202	*	GNB1_9	32.07	32.07	1.8252703471827	2
chr1	1724684	1724750	67	*	GNB1_8	35.96	35.96	2.04667046101309	2
chr1	1735858	1736020	163	*	GNB1_7	27.92	27.92	1.58907228229937	2
chr1	1737914	1737977	64	*	GNB1_6	53.47	53.47	1.52162777461582	2
chr1	1747195	1747301	107	*	GNB1_5	27	27	1.53671030165054	2
chr1	1749276	1749314	39	*	GNB1_4	32.18	32.18	1.83153101878201	2
chr1	1756836	1756938	103	*	GNB1_3	32.6	32.6	1.85543540125213	2
chr1	1770629	1770677	49	*	GNB1_2	28.07	28.07	1.59760956175299	2
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	33.08	33.08	1.8827546955037	2
chr1	2489165	2489273	109	*	TNFRSF14_2	36.46	36.46	2.0751280591918	2
chr1	2489782	2489907	126	*	TNFRSF14_3	54.74	54.74	1.55776892430279	2
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	38.49	38.49	2.19066590779738	2
chr1	2493112	2493254	143	*	TNFRSF14_6	31.58	31.58	1.79738190096756	2
chr1	2494304	2494335	32	*	TNFRSF14_7	72.72	72.72	2.06943653955606	2
chr1	2494587	2497061	2475	*	TNFRSF14_8	227.3	227.3	2.20887877063176	2
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	38.31	38.31	2.18042117245305	2
chr1	9775599	9775827	229	*	PIK3CD_4	73.08	73.08	2.0796812749004	2
