chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	4043.03	4043.03	1.62457142857143	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	28636.98	28636.98	2.01542857142857	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	29094.05	29094.05	2.07428571428571	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	25146.84	25146.84	1.95257142857143	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	18681.66	18681.66	1.828	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	18131.05	18131.05	1.94742857142857	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	29135.88	29135.88	2.17714285714286	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	21941.72	21941.72	1.96142857142857	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	27973.09	27973.09	2.056	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	36553.26	36553.26	2.03828571428571	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	29766.86	29766.86	2.03657142857143	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	33617.28	33617.28	2.00685714285714	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	23613.95	23613.95	1.98742857142857	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	6319.28	6319.28	2.064	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	14988.8	14988.8	1.91257142857143	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	27261.41	27261.41	2.04514285714286	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	27496.96	27496.96	1.99742857142857	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	23165.78	23165.78	2.056	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	21953.13	21953.13	2.00857142857143	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	26587.5	26587.5	2.00971428571429	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	24818.74	24818.74	2.01828571428571	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	27119.87	27119.87	2.064	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	26554.13	26554.13	1.98285714285714	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	28635.58	28635.58	2.09342857142857	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	26109.65	26109.65	1.98857142857143	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	22510.43	22510.43	1.92057142857143	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	30168.38	30168.38	2.05885714285714	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	31577.38	31577.38	2.01085714285714	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	33811.45	33811.45	2.16828571428571	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	23039.94	23039.94	1.98685714285714	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	16141.36	16141.36	1.89714285714286	2
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	27165.68	27165.68	2.03142857142857	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	32075.65	32075.65	2.00285714285714	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	27406.27	27406.27	2.07542857142857	2
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	13298.57	13298.57	2.05885714285714	2
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	25194.33	25194.33	2.13971428571429	2
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	29393.03	29393.03	2.072	2
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	21790.91	21790.91	1.98057142857143	2
chr1	38000001	39000000	1000000	+	chr1:38000000-39000000	22237.97	22237.97	1.95885714285714	2
chr1	39000001	40000000	1000000	+	chr1:39000000-40000000	23286.73	23286.73	2.016	2
chr1	40000001	41000000	1000000	+	chr1:40000000-41000000	25048.74	25048.74	1.99942857142857	2
chr1	41000001	42000000	1000000	+	chr1:41000000-42000000	21425.88	21425.88	2.00514285714286	2
chr1	42000001	43000000	1000000	+	chr1:42000000-43000000	14677.58	14677.58	1.84914285714286	2
chr1	43000001	44000000	1000000	+	chr1:43000000-44000000	23114.44	23114.44	2.09485714285714	2
chr1	44000001	45000000	1000000	+	chr1:44000000-45000000	23961.64	23961.64	1.99257142857143	2
chr1	45000001	46000000	1000000	+	chr1:45000000-46000000	29094.96	29094.96	2.04857142857143	2
chr1	46000001	47000000	1000000	+	chr1:46000000-47000000	26412.85	26412.85	1.96085714285714	2
chr1	47000001	48000000	1000000	+	chr1:47000000-48000000	16926.62	16926.62	1.91771428571429	2
chr1	48000001	49000000	1000000	+	chr1:48000000-49000000	12814.49	12814.49	1.82114285714286	2
chr1	49000001	50000000	1000000	+	chr1:49000000-50000000	10051.69	10051.69	1.876	2
chr1	50000001	51000000	1000000	+	chr1:50000000-51000000	13202.04	13202.04	2.01314285714286	2
chr1	51000001	52000000	1000000	+	chr1:51000000-52000000	26210.39	26210.39	2.06742857142857	2
chr1	52000001	53000000	1000000	+	chr1:52000000-53000000	23996.43	23996.43	2.084	2
chr1	53000001	54000000	1000000	+	chr1:53000000-54000000	25687.32	25687.32	2.01542857142857	2
chr1	54000001	55000000	1000000	+	chr1:54000000-55000000	25097.15	25097.15	2.01714285714286	2
chr1	55000001	56000000	1000000	+	chr1:55000000-56000000	19672.75	19672.75	1.99485714285714	2
chr1	56000001	57000000	1000000	+	chr1:56000000-57000000	8666.97	8666.97	1.81657142857143	2
chr1	57000001	58000000	1000000	+	chr1:57000000-58000000	9992.82	9992.82	1.96314285714286	2
chr1	58000001	59000000	1000000	+	chr1:58000000-59000000	10328.45	10328.45	2.02685714285714	2
chr1	59000001	60000000	1000000	+	chr1:59000000-60000000	13775.36	13775.36	2.12742857142857	2
chr1	60000001	61000000	1000000	+	chr1:60000000-61000000	9078.58	9078.58	1.98171428571429	2
chr1	61000001	62000000	1000000	+	chr1:61000000-62000000	10271.91	10271.91	1.88285714285714	2
chr1	62000001	63000000	1000000	+	chr1:62000000-63000000	25676.9	25676.9	2.07714285714286	2
chr1	63000001	64000000	1000000	+	chr1:63000000-64000000	14023.01	14023.01	2.012	2
chr1	64000001	65000000	1000000	+	chr1:64000000-65000000	13583.67	13583.67	2.08514285714286	2
chr1	65000001	66000000	1000000	+	chr1:65000000-66000000	17546.73	17546.73	2.02057142857143	2
chr1	66000001	67000000	1000000	+	chr1:66000000-67000000	9701.26	9701.26	1.98971428571429	2
chr1	67000001	68000000	1000000	+	chr1:67000000-68000000	14500.78	14500.78	1.97228571428571	2
chr1	68000001	69000000	1000000	+	chr1:68000000-69000000	13848.75	13848.75	1.95085714285714	2
chr1	69000001	70000000	1000000	+	chr1:69000000-70000000	7642.04	7642.04	1.83257142857143	2
chr1	70000001	71000000	1000000	+	chr1:70000000-71000000	11772.38	11772.38	1.91771428571429	2
chr1	71000001	72000000	1000000	+	chr1:71000000-72000000	10418.89	10418.89	1.93028571428571	2
chr1	72000001	73000000	1000000	+	chr1:72000000-73000000	6996.15	6996.15	1.92114285714286	2
chr1	73000001	74000000	1000000	+	chr1:73000000-74000000	7426.24	7426.24	2.06742857142857	2
chr1	74000001	75000000	1000000	+	chr1:74000000-75000000	7378.84	7378.84	2.03914285714286	2
chr1	75000001	76000000	1000000	+	chr1:75000000-76000000	9861.32	9861.32	1.92457142857143	2
chr1	76000001	77000000	1000000	+	chr1:76000000-77000000	10440.19	10440.19	1.88857142857143	2
chr1	77000001	78000000	1000000	+	chr1:77000000-78000000	8355.41	8355.41	1.84057142857143	2
chr1	78000001	79000000	1000000	+	chr1:78000000-79000000	18551.93	18551.93	2.06285714285714	2
chr1	79000001	80000000	1000000	+	chr1:79000000-80000000	8080.09	8080.09	1.93714285714286	2
chr1	80000001	81000000	1000000	+	chr1:80000000-81000000	6539.87	6539.87	1.85142857142857	2
chr1	81000001	82000000	1000000	+	chr1:81000000-82000000	6596.54	6596.54	1.92228571428571	2
chr1	82000001	83000000	1000000	+	chr1:82000000-83000000	9122.29	9122.29	1.98628571428571	2
chr1	83000001	84000000	1000000	+	chr1:83000000-84000000	3365.17	3365.17	1.97857142857143	2
chr1	84000001	85000000	1000000	+	chr1:84000000-85000000	9723.8	9723.8	1.98114285714286	2
chr1	85000001	86000000	1000000	+	chr1:85000000-86000000	15121.48	15121.48	2.04457142857143	2
chr1	86000001	87000000	1000000	+	chr1:86000000-87000000	9832.48	9832.48	2.05314285714286	2
chr1	87000001	88000000	1000000	+	chr1:87000000-88000000	12365.86	12365.86	2.00514285714286	2
chr1	88000001	89000000	1000000	+	chr1:88000000-89000000	8539.87	8539.87	1.93714285714286	2
chr1	89000001	90000000	1000000	+	chr1:89000000-90000000	13930.55	13930.55	2.20228571428571	2
chr1	90000001	91000000	1000000	+	chr1:90000000-91000000	11311.27	11311.27	2.06285714285714	2
chr1	91000001	92000000	1000000	+	chr1:91000000-92000000	11616.62	11616.62	1.87657142857143	2
chr1	92000001	93000000	1000000	+	chr1:92000000-93000000	19890.28	19890.28	2.09085714285714	2
chr1	93000001	94000000	1000000	+	chr1:93000000-94000000	23871.58	23871.58	2.13885714285714	2
chr1	94000001	95000000	1000000	+	chr1:94000000-95000000	13057.89	13057.89	1.92114285714286	2
chr1	95000001	96000000	1000000	+	chr1:95000000-96000000	13905.92	13905.92	2.07828571428571	2
chr1	96000001	97000000	1000000	+	chr1:96000000-97000000	8754.7	8754.7	2.05828571428571	2
chr1	97000001	98000000	1000000	+	chr1:97000000-98000000	8585.35	8585.35	1.94057142857143	2
chr1	98000001	99000000	1000000	+	chr1:98000000-99000000	6472.68	6472.68	1.85028571428571	2
chr1	99000001	100000000	1000000	+	chr1:99000000-100000000	9620.44	9620.44	2.09771428571429	2
chr1	100000001	101000000	1000000	+	chr1:100000000-101000000	18714.62	18714.62	2.06514285714286	2
chr1	101000001	102000000	1000000	+	chr1:101000000-102000000	13515.82	13515.82	1.94914285714286	2
chr1	102000001	103000000	1000000	+	chr1:102000000-103000000	7122.94	7122.94	1.86771428571429	2
chr1	103000001	104000000	1000000	+	chr1:103000000-104000000	6987.28	6987.28	2.03485714285714	2
chr1	104000001	105000000	1000000	+	chr1:104000000-105000000	8005.75	8005.75	2.05828571428571	2
chr1	105000001	106000000	1000000	+	chr1:105000000-106000000	8275.07	8275.07	1.836	2
chr1	106000001	107000000	1000000	+	chr1:106000000-107000000	9773.7	9773.7	1.90428571428571	2
chr1	107000001	108000000	1000000	+	chr1:107000000-108000000	8572.55	8572.55	1.99628571428571	2
chr1	108000001	109000000	1000000	+	chr1:108000000-109000000	6861.76	6861.76	1.83542857142857	2
chr1	109000001	110000000	1000000	+	chr1:109000000-110000000	23375.51	23375.51	2.04285714285714	2
chr1	110000001	111000000	1000000	+	chr1:110000000-111000000	20018.21	20018.21	1.88742857142857	2
chr1	111000001	112000000	1000000	+	chr1:111000000-112000000	13428.31	13428.31	1.90971428571429	2
chr1	112000001	113000000	1000000	+	chr1:112000000-113000000	14004.53	14004.53	1.87885714285714	2
chr1	113000001	114000000	1000000	+	chr1:113000000-114000000	22880.54	22880.54	2.09142857142857	2
chr1	114000001	115000000	1000000	+	chr1:114000000-115000000	14987.63	14987.63	1.88571428571429	2
chr1	115000001	116000000	1000000	+	chr1:115000000-116000000	14182.03	14182.03	1.93371428571429	2
chr1	116000001	117000000	1000000	+	chr1:116000000-117000000	13659.39	13659.39	1.892	2
chr1	117000001	118000000	1000000	+	chr1:117000000-118000000	15392.46	15392.46	1.99485714285714	2
chr1	118000001	119000000	1000000	+	chr1:118000000-119000000	10493.13	10493.13	1.80828571428571	2
chr1	119000001	120000000	1000000	+	chr1:119000000-120000000	9340.87	9340.87	1.762	2
chr1	120000001	121000000	1000000	+	chr1:120000000-121000000	7374.07	7374.07	1.77942857142857	2
chr1	121000001	122000000	1000000	+	chr1:121000000-122000000	1737.69	1737.69	1.994	2
chr1	122000001	123000000	1000000	+	chr1:122000000-123000000	0	0	NA	NA
chr1	123000001	124000000	1000000	+	chr1:123000000-124000000	0	0	NA	NA
chr1	124000001	125000000	1000000	+	chr1:124000000-125000000	0	0	NA	NA
chr1	125000001	126000000	1000000	+	chr1:125000000-126000000	0	0	NA	NA
chr1	126000001	127000000	1000000	+	chr1:126000000-127000000	0	0	NA	NA
chr1	127000001	128000000	1000000	+	chr1:127000000-128000000	0	0	NA	NA
chr1	128000001	129000000	1000000	+	chr1:128000000-129000000	0	0	NA	NA
chr1	129000001	130000000	1000000	+	chr1:129000000-130000000	0	0	NA	NA
chr1	130000001	131000000	1000000	+	chr1:130000000-131000000	0	0	NA	NA
chr1	131000001	132000000	1000000	+	chr1:131000000-132000000	0	0	NA	NA
chr1	132000001	133000000	1000000	+	chr1:132000000-133000000	0	0	NA	NA
chr1	133000001	134000000	1000000	+	chr1:133000000-134000000	0	0	NA	NA
chr1	134000001	135000000	1000000	+	chr1:134000000-135000000	0	0	NA	NA
chr1	135000001	136000000	1000000	+	chr1:135000000-136000000	0	0	NA	NA
