chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	4135.33	4135.33	1.72831423895254	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	23296.22	23296.22	1.93780687397709	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	24008.96	24008.96	2.02073104200764	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	20729.61	20729.61	2.04091653027823	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	17973.2	17973.2	1.92798690671031	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	13662.66	13662.66	1.81505728314239	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	25974.64	25974.64	1.99263502454992	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	18621.51	18621.51	1.99454446262957	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	20693.95	20693.95	1.75913802509547	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	27881.08	27881.08	2.02727768685215	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	26309.51	26309.51	1.97926895799236	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	30588.36	30588.36	2.10611020185488	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	18529.02	18529.02	1.86142935079105	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	5375.8	5375.8	1.91680305510093	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	12156.52	12156.52	2.06983087834152	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	20299.9	20299.9	2.0316421167485	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	26513.07	26513.07	1.99345335515548	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	21516.38	21516.38	1.98663393344244	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	14603.53	14603.53	1.87070376432079	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	21757.96	21757.96	1.87506819421713	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	19993.67	19993.67	1.9569012547736	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	22922.2	22922.2	1.94380796508456	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	23873.08	23873.08	1.97926895799236	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	22237.67	22237.67	1.84833606110202	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	20077.27	20077.27	1.81969448990726	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	19796.68	19796.68	1.90998363338789	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	23846.61	23846.61	1.76350245499182	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	26783.62	26783.62	2.0278232405892	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	26297.31	26297.31	1.87179487179487	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	22380.83	22380.83	2.02700490998363	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	16508.18	16508.18	2.02100381887616	2
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	19941.6	19941.6	1.93371522094926	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	26515.96	26515.96	1.8772504091653	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	21113.98	21113.98	1.8417894162575	2
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	8443.61	8443.61	1.42389525368249	1
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	19304.45	19304.45	1.92416803055101	2
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	21052.49	21052.49	1.72313147845063	2
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	16105.06	16105.06	1.89225313693399	2
chr1	38000001	39000000	1000000	+	chr1:38000000-39000000	19516.19	19516.19	1.93180578286961	2
chr1	39000001	40000000	1000000	+	chr1:39000000-40000000	18964.28	18964.28	1.81669394435352	2
chr1	40000001	41000000	1000000	+	chr1:40000000-41000000	20339.22	20339.22	1.85842880523732	2
chr1	41000001	42000000	1000000	+	chr1:41000000-42000000	16610.28	16610.28	1.88379705400982	2
chr1	42000001	43000000	1000000	+	chr1:42000000-43000000	11336.75	11336.75	1.78696126568467	2
chr1	43000001	44000000	1000000	+	chr1:43000000-44000000	17558.47	17558.47	2.03382433169667	2
chr1	44000001	45000000	1000000	+	chr1:44000000-45000000	18789.75	18789.75	1.68794326241135	2
chr1	45000001	46000000	1000000	+	chr1:45000000-46000000	24028.78	24028.78	1.83551554828151	2
