chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	5791.62	5791.62	2.21024258760108	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	27159.19	27159.19	1.94580791601646	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	29586.05	29586.05	2.13987799687899	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	26665.46	26665.46	2.16371116470421	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	22856.47	22856.47	2.19747481912328	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	18794.33	18794.33	2.08341608738828	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	28212.55	28212.55	1.95375230529153	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	22186.64	22186.64	2.0314938289119	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	24602.16	24602.16	1.97134345297205	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	32347.16	32347.16	1.99063696978295	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	28739.01	28739.01	1.94978011065399	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	33250.28	33250.28	2.11235636260462	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	23244.81	23244.81	2.02695417789757	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	4342.22	4342.22	1.67399631153355	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	15549.71	15549.71	2.08767201021421	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	25020.66	25020.66	1.95999432543623	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	27885.63	27885.63	2.02071215775287	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	21693.35	21693.35	1.97531564760959	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	21133.89	21133.89	1.95204993616116	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	24913.67	24913.67	2.01730741949213	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	22699.85	22699.85	2.05419208398354	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	26376.38	26376.38	2.14952475528444	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	27379.4	27379.4	2.01787487586892	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	24807.24	24807.24	1.93559370123422	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	20569.4	20569.4	1.78181302312385	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	24872.77	24872.77	1.93247269116187	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	28352.68	28352.68	1.99858135905802	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	28440.64	28440.64	1.94779401333522	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	26726.29	26726.29	1.84593559370123	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	24543.56	24543.56	2.06837849340332	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	19736.83	19736.83	2.17165555397929	2
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	22203.14	22203.14	1.93786352674138	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	27905.6	27905.6	1.9622641509434	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	25800.66	25800.66	2.10951908072067	2
