chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	5899.87	5899.87	1.94868209466546	2
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	24454.86	24454.86	1.8776480458645	2
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	28248.18	28248.18	2.19170803327973	2
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	23692.82	23692.82	2.08851289939174	2
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	19976.57	19976.57	2.0297839614067	2
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	17393.84	17393.84	2.14612319093896	2
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	24897.23	24897.23	1.93861427672516	2
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	20610.6	20610.6	1.98755505837936	2
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	22420.01	22420.01	1.92742781234706	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	28806.16	28806.16	1.89274977277494	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	25752.69	25752.69	2.013283926449	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	30705.73	30705.73	2.051597566944	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	19427.18	19427.18	1.89666503530728	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	4869.57	4869.57	1.94085156960078	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	12419.77	12419.77	1.98112284136195	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	22977.9	22977.9	1.94364818569531	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	26942.08	26942.08	2.02530937565546	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	20583.94	20583.94	1.97329231629728	2
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	20149.38	20149.38	2.01524155771517	2
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	22364.96	22364.96	1.98336013423757	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	21276.88	21276.88	2.11619939872754	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	22996.04	22996.04	1.91148710060826	2
