chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	1661.32	1661.32	0.830172225855679	1
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	10192.64	10192.64	3.76367996511881	4
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	9606.67	9606.67	0	0
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	9408.85	9408.85	0	0
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	9706.27	9706.27	0	0
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	9800.92	9800.92	0	0
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	13604.08	13604.08	2.95530848048834	3
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	10634.13	10634.13	0	0
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	11233.09	11233.09	2.71026814911707	3
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	16276.66	16276.66	3.57357750163506	4
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	12361.23	12361.23	2.65097013298452	3
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	15314.51	15314.51	3.66165249618487	4
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	8829.54	8829.54	1.14759101809462	1
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	3131.75	3131.75	3.23174187922389	3
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	6094.53	6094.53	0	0
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	9986.34	9986.34	0	0
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	15930.58	15930.58	4.63570961412688	5
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	9215.38	9215.38	0	0
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	11095	11095	0	0
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	10680.35	10680.35	0	0
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	8803.36	8803.36	0	0
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	13270.77	13270.77	3.78809679529104	4
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	13182.88	13182.88	2.68410725964683	3
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	12930.53	12930.53	2.83845650752126	3
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	10987.07	10987.07	2.73991715718334	3
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	11737.83	11737.83	2.19402659690429	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	12573.09	12573.09	2.67887508175278	3
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	16113.81	16113.81	4.05668192718553	4
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	13767.88	13767.88	3.71484630477436	4
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	9530.7	9530.7	2.1190320470896	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	8550.6	8550.6	0	0
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	13030.86	13030.86	2.80793546980597	3
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	14196.41	14196.41	3.43579681709178	3
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	12123.2	12123.2	2.72160453455418	3
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	5590.91	5590.91	0	0
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	10112.89	10112.89	2.5184216263353	3
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	13161.44	13161.44	3.30324831044255	3
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	9348.15	9348.15	0	0
chr1	38000001	39000000	1000000	+	chr1:38000000-39000000	11361.7	11361.7	0	0
chr1	39000001	40000000	1000000	+	chr1:39000000-40000000	9344.56	9344.56	0.880749945498147	1
chr1	40000001	41000000	1000000	+	chr1:40000000-41000000	12678.02	12678.02	3.58055373882712	4
chr1	41000001	42000000	1000000	+	chr1:41000000-42000000	11360.65	11360.65	1.44059298016133	1
chr1	42000001	43000000	1000000	+	chr1:42000000-43000000	7906.43	7906.43	0	0
chr1	43000001	44000000	1000000	+	chr1:43000000-44000000	10297.49	10297.49	0	0
chr1	44000001	45000000	1000000	+	chr1:44000000-45000000	10901.77	10901.77	0	0
chr1	45000001	46000000	1000000	+	chr1:45000000-46000000	12663.73	12663.73	3.40265969042947	3
