chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	63.23	63.23	1.21170904790065	1
chr1	1718761	1718876	116	*	GNB1_11	33.21	33.21	1.96392667060911	2
chr1	1720492	1720708	217	*	GNB1_10	30.45	30.45	1.80070963926671	2
chr1	1721834	1722035	202	*	GNB1_9	35.85	35.85	2.12004730928445	2
chr1	1724684	1724750	67	*	GNB1_8	31.35	31.35	1.85393258426966	2
chr1	1735858	1736020	163	*	GNB1_7	31.44	31.44	1.85925487876996	2
chr1	1737914	1737977	64	*	GNB1_6	62.33	62.33	1.84299231224128	2
chr1	1747195	1747301	107	*	GNB1_5	31.83	31.83	1.88231815493791	2
chr1	1749276	1749314	39	*	GNB1_4	0	0	NA	NA
chr1	1756836	1756938	103	*	GNB1_3	35.19	35.19	2.08101714961561	2
chr1	1770629	1770677	49	*	GNB1_2	47.18	47.18	2.79006505026611	3
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	18.09	18.09	1.06978119455943	1
chr1	2489165	2489273	109	*	TNFRSF14_2	22.06	22.06	1.30455351862803	1
chr1	2489782	2489907	126	*	TNFRSF14_3	35.05	35.05	1.03636901241869	1
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	0	0	NA	NA
chr1	2493112	2493254	143	*	TNFRSF14_6	26.55	26.55	1.57007687758723	2
chr1	2494304	2494335	32	*	TNFRSF14_7	44.67	44.67	1.32081608515671	1
chr1	2494587	2497061	2475	*	TNFRSF14_8	174.56	174.56	1.36457717327025	1
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	39.84	39.84	2.35600236546422	2
chr1	9775599	9775827	229	*	PIK3CD_4	66.6	66.6	1.9692489651094	2
chr1	9775907	9776136	230	*	PIK3CD_5	32.1	32.1	1.89828503843879	2
chr1	9776498	9776677	180	*	PIK3CD_6	50.11	50.11	1.48166765227676	1
chr1	9777017	9777166	150	*	PIK3CD_7	51.18	51.18	1.51330573625074	2
chr1	9777595	9777684	90	*	PIK3CD_8	29.17	29.17	1.72501478415139	2
chr1	9778752	9778973	222	*	PIK3CD_9	25.65	25.65	1.51685393258427	2
chr1	9779979	9780075	97	*	PIK3CD_10	33.39	33.39	1.9745712596097	2
chr1	9780170	9780300	131	*	PIK3CD_11	26.58	26.58	1.57185097575399	2
chr1	9780669	9780719	51	*	PIK3CD_12	28.58	28.58	1.69012418687167	2
chr1	9780800	9780967	168	*	PIK3CD_13	28.58	28.58	1.69012418687167	2
chr1	9781185	9781306	122	*	PIK3CD_14	0	0	NA	NA
chr1	9781502	9781645	144	*	PIK3CD_15	32.27	32.27	1.9083382613838	2
chr1	9781819	9781918	100	*	PIK3CD_16	0	0	NA	NA
chr1	9782033	9782211	179	*	PIK3CD_17	28.68	28.68	1.69603784742756	2
chr1	9782302	9782414	113	*	PIK3CD_18	28.68	28.68	1.69603784742756	2
chr1	9782586	9782664	79	*	PIK3CD_19	38.92	38.92	2.30159668835009	2
chr1	9783183	9783350	168	*	PIK3CD_20	31.9	31.9	1.88645771732703	2
chr1	9784027	9784150	124	*	PIK3CD_21	0	0	NA	NA
chr1	9784334	9784479	146	*	PIK3CD_22	0	0	NA	NA
chr1	9784862	9784994	133	*	PIK3CD_23	0	0	NA	NA
chr1	9786967	9789172	2206	*	PIK3CD_24	0	0	NA	NA
chr1	11166588	11167557	970	*	MTOR_58	40.71	40.71	2.40745121230041	2
chr1	11168238	11168343	106	*	MTOR_57	35.47	35.47	2.09757539917209	2
chr1	11169347	11169427	81	*	MTOR_56	35.52	35.52	2.10053222945003	2
chr1	11169706	11169786	81	*	MTOR_55	30.97	30.97	1.8314606741573	2
chr1	11172909	11172974	66	*	MTOR_54	35.97	35.97	2.12714370195151	2
chr1	11174375	11174510	136	*	MTOR_53	65.92	65.92	1.9491425192194	2
chr1	11174870	11174944	75	*	MTOR_52	74.37	74.37	2.1989946777055	2
chr1	11175453	11175525	73	*	MTOR_51	36.63	36.63	2.16617386162034	2
chr1	11177061	11177143	83	*	MTOR_50	32.82	32.82	1.94086339444116	2
chr1	11181303	11181425	123	*	MTOR_49	36.28	36.28	2.14547604967475	2
chr1	11182036	11182183	148	*	MTOR_48	56.45	56.45	1.66913069189829	2
chr1	11184555	11184690	136	*	MTOR_47	28.01	28.01	1.65641632170313	2
chr1	11186679	11186853	175	*	MTOR_46	67.16	67.16	1.98580721466588	2
chr1	11187067	11187201	135	*	MTOR_45	60.94	60.94	1.80189237137788	2
chr1	11187681	11187863	183	*	MTOR_44	30.57	30.57	1.80780603193377	2
chr1	11188061	11188183	123	*	MTOR_43	37.91	37.91	2.24186871673566	2
chr1	11188511	11188609	99	*	MTOR_42	31.61	31.61	1.86930810171496	2
chr1	11188912	11189008	97	*	MTOR_41	43.44	43.44	2.56889414547605	3
chr1	11189795	11189895	101	*	MTOR_40	33.47	33.47	1.97930218805441	2
chr1	11190586	11190834	249	*	MTOR_39	28.32	28.32	1.67474866942637	2
chr1	11193137	11193254	118	*	MTOR_38	32.06	32.06	1.89591957421644	2
chr1	11194408	11194523	116	*	MTOR_37	38.96	38.96	2.30396215257244	2
chr1	11199361	11199492	132	*	MTOR_36	35.56	35.56	2.10289769367238	2
chr1	11199590	11199715	126	*	MTOR_35	35.56	35.56	2.10289769367238	2
chr1	11204705	11204812	108	*	MTOR_34	31.97	31.97	1.89059727971614	2
chr1	11205025	11205102	78	*	MTOR_33	28.98	28.98	1.71377882909521	2
chr1	11206733	11206848	116	*	MTOR_32	71.65	71.65	2.11856889414548	2
chr1	11210183	11210283	101	*	MTOR_31	35.54	35.54	2.10171496156121	2
chr1	11217209	11217348	140	*	MTOR_30	80.23	80.23	2.3722649319929	2
chr1	11227499	11227574	76	*	MTOR_29	32.96	32.96	1.9491425192194	2
chr1	11259315	11259460	146	*	MTOR_28	0	0	NA	NA
chr1	11259598	11259760	163	*	MTOR_27	0	0	NA	NA
chr1	11264618	11264760	143	*	MTOR_26	0	0	NA	NA
chr1	11269369	11269515	147	*	MTOR_25	0	0	NA	NA
chr1	11270871	11270963	93	*	MTOR_24	61.1	61.1	1.80662329982259	2
chr1	11272369	11272531	163	*	MTOR_23	37.8	37.8	2.23536369012419	2
chr1	11272853	11272965	113	*	MTOR_22	32.43	32.43	1.91780011827321	2
chr1	11273456	11273623	168	*	MTOR_21	38.44	38.44	2.27321111768185	2
chr1	11276205	11276291	87	*	MTOR_20	44.73	44.73	1.32259018332348	1
chr1	11288725	11288975	251	*	MTOR_19	69.83	69.83	2.06475458308693	2
chr1	11290982	11291111	130	*	MTOR_18	66.01	66.01	1.95180366646954	2
chr1	11291357	11291491	135	*	MTOR_17	90.25	90.25	2.6685393258427	3
chr1	11292493	11292585	93	*	MTOR_16	38.98	38.98	2.30514488468362	2
chr1	11293455	11293544	90	*	MTOR_15	38.55	38.55	2.27971614429332	2
chr1	11294200	11294322	123	*	MTOR_14	65.91	65.91	1.9488468361916	2
chr1	11297900	11298105	206	*	MTOR_13	58.83	58.83	1.73950325251331	2
chr1	11298459	11298674	216	*	MTOR_12	31.47	31.47	1.86102897693672	2
chr1	11300360	11300604	245	*	MTOR_11	81.22	81.22	2.40153755174453	2
chr1	11301610	11301738	129	*	MTOR_10	0	0	NA	NA
chr1	11303171	11303357	187	*	MTOR_9	33.48	33.48	1.97989355410999	2
chr1	11307682	11307790	109	*	MTOR_8	35.19	35.19	2.08101714961561	2
chr1	11307876	11308151	276	*	MTOR_7	66.88	66.88	1.97752808988764	2
chr1	11313896	11314030	135	*	MTOR_6	30.06	30.06	1.77764636309876	2
chr1	11316049	11316249	201	*	MTOR_5	61.6	61.6	1.8214074512123	2
chr1	11316990	11317222	233	*	MTOR_4	61.84	61.84	1.82850384387936	2
chr1	11318542	11318650	109	*	MTOR_3	0	0	NA	NA
chr1	11319305	11319480	176	*	MTOR_2	28.94	28.94	1.71141336487286	2
