chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1716724	1718492	1769	*	GNB1_12	155.58	155.58	2.11774259033699	2
chr1	1718761	1718876	116	*	GNB1_11	53.01	53.01	2.15225334957369	2
chr1	1720492	1720708	217	*	GNB1_10	48.64	48.64	1.97482744620382	2
chr1	1721834	1722035	202	*	GNB1_9	48.66	48.66	1.97563946406821	2
chr1	1724684	1724750	67	*	GNB1_8	0	0	NA	NA
chr1	1735858	1736020	163	*	GNB1_7	53.44	53.44	2.16971173365814	2
chr1	1737914	1737977	64	*	GNB1_6	107.58	107.58	2.18392204628502	2
chr1	1747195	1747301	107	*	GNB1_5	53.44	53.44	2.16971173365814	2
chr1	1749276	1749314	39	*	GNB1_4	47.3	47.3	1.92042224928948	2
chr1	1756836	1756938	103	*	GNB1_3	50.38	50.38	2.04547300040601	2
chr1	1770629	1770677	49	*	GNB1_2	0	0	NA	NA
chr1	1822259	1822556	298	*	GNB1_1	0	0	NA	NA
chr1	2487804	2488172	369	*	TNFRSF14_1	49.87	49.87	2.02476654486399	2
chr1	2489165	2489273	109	*	TNFRSF14_2	48.52	48.52	1.96995533901746	2
chr1	2489782	2489907	126	*	TNFRSF14_3	108.21	108.21	2.19671132764921	2
chr1	2491262	2491417	156	*	TNFRSF14_4	0	0	NA	NA
chr1	2492063	2492153	91	*	TNFRSF14_5	47.03	47.03	1.90946000812018	2
chr1	2493112	2493254	143	*	TNFRSF14_6	52.22	52.22	2.12017864393017	2
chr1	2494304	2494335	32	*	TNFRSF14_7	94.51	94.51	1.9185952090946	2
chr1	2494587	2497061	2475	*	TNFRSF14_8	261.71	261.71	1.88570848558668	2
chr1	9711790	9711860	71	*	PIK3CD_1	0	0	NA	NA
chr1	9751525	9751629	105	*	PIK3CD_2	0	0	NA	NA
chr1	9770482	9770654	173	*	PIK3CD_3	49.87	49.87	2.02476654486399	2
chr1	9775599	9775827	229	*	PIK3CD_4	100.07	100.07	2.03146569224523	2
chr1	9775907	9776136	230	*	PIK3CD_5	51.65	51.65	2.09703613479497	2
chr1	9776498	9776677	180	*	PIK3CD_6	103.73	103.73	2.10576532683719	2
chr1	9777017	9777166	150	*	PIK3CD_7	98.31	98.31	1.99573690621194	2
chr1	9777595	9777684	90	*	PIK3CD_8	47.72	47.72	1.93747462444174	2
chr1	9778752	9778973	222	*	PIK3CD_9	48.57	48.57	1.97198538367844	2
chr1	9779979	9780075	97	*	PIK3CD_10	48.93	48.93	1.98660170523752	2
chr1	9780170	9780300	131	*	PIK3CD_11	52.03	52.03	2.11246447421843	2
chr1	9780669	9780719	51	*	PIK3CD_12	47.69	47.69	1.93625659764515	2
chr1	9780800	9780967	168	*	PIK3CD_13	47.69	47.69	1.93625659764515	2
chr1	9781185	9781306	122	*	PIK3CD_14	0	0	NA	NA
chr1	9781502	9781645	144	*	PIK3CD_15	51.75	51.75	2.10109622411693	2
chr1	9781819	9781918	100	*	PIK3CD_16	0	0	NA	NA
chr1	9782033	9782211	179	*	PIK3CD_17	47.09	47.09	1.91189606171336	2
chr1	9782302	9782414	113	*	PIK3CD_18	47.09	47.09	1.91189606171336	2
chr1	9782586	9782664	79	*	PIK3CD_19	48.42	48.42	1.96589524969549	2
chr1	9783183	9783350	168	*	PIK3CD_20	48.86	48.86	1.98375964271214	2
chr1	9784027	9784150	124	*	PIK3CD_21	50.44	50.44	2.04790905399919	2
chr1	9784334	9784479	146	*	PIK3CD_22	47.68	47.68	1.93585058871295	2
chr1	9784862	9784994	133	*	PIK3CD_23	47.18	47.18	1.91555014210313	2
chr1	9786967	9789172	2206	*	PIK3CD_24	188.88	188.88	1.91758018676411	2
chr1	11166588	11167557	970	*	MTOR_58	92.38	92.38	1.87535525781567	2
chr1	11168238	11168343	106	*	MTOR_57	51.14	51.14	2.07632967925294	2
chr1	11169347	11169427	81	*	MTOR_56	46.51	46.51	1.88834754364596	2
chr1	11169706	11169786	81	*	MTOR_55	55.29	55.29	2.24482338611449	2
chr1	11172909	11172974	66	*	MTOR_54	49.76	49.76	2.02030044660983	2
chr1	11174375	11174510	136	*	MTOR_53	104.81	104.81	2.1276898091758	2
chr1	11174870	11174944	75	*	MTOR_52	99.62	99.62	2.02233049127081	2
chr1	11175453	11175525	73	*	MTOR_51	49.09	49.09	1.99309784815266	2
chr1	11177061	11177143	83	*	MTOR_50	52.61	52.61	2.13601299228583	2
chr1	11181303	11181425	123	*	MTOR_49	50.3	50.3	2.04222492894844	2
chr1	11182036	11182183	148	*	MTOR_48	107.75	107.75	2.18737312220869	2
chr1	11184555	11184690	136	*	MTOR_47	53.29	53.29	2.16362159967519	2
chr1	11186679	11186853	175	*	MTOR_46	96.77	96.77	1.96447421843281	2
chr1	11187067	11187201	135	*	MTOR_45	97.05	97.05	1.97015834348356	2
chr1	11187681	11187863	183	*	MTOR_44	51.24	51.24	2.08038976857491	2
chr1	11188061	11188183	123	*	MTOR_43	47.85	47.85	1.94275274056029	2
chr1	11188511	11188609	99	*	MTOR_42	49.3	49.3	2.00162403572879	2
chr1	11188912	11189008	97	*	MTOR_41	49.21	49.21	1.99796995533902	2
chr1	11189795	11189895	101	*	MTOR_40	48.59	48.59	1.97279740154283	2
chr1	11190586	11190834	249	*	MTOR_39	49.9	49.9	2.02598457166058	2
chr1	11193137	11193254	118	*	MTOR_38	0	0	NA	NA
