chr	start	end	width	strand	name	raw	cor	N	Ns
chr1	1	1000000	1000000	+	chr1:0-1000000	2118.95	2118.95	0.525080042689434	1
chr1	1000001	2000000	1000000	+	chr1:1000000-2000000	14908.58	14908.58	1.34542867307008	1
chr1	2000001	3000000	1000000	+	chr1:2000000-3000000	12108.87	12108.87	1.05514051938812	1
chr1	3000001	4000000	1000000	+	chr1:3000000-4000000	12203.68	12203.68	0.843827819281394	1
chr1	4000001	5000000	1000000	+	chr1:4000000-5000000	9439.71	9439.71	1.14870152970473	1
chr1	5000001	6000000	1000000	+	chr1:5000000-6000000	10158.2	10158.2	1.24226254002134	1
chr1	6000001	7000000	1000000	+	chr1:6000000-7000000	18819.79	18819.79	1.45819992885094	1
chr1	7000001	8000000	1000000	+	chr1:7000000-8000000	12892.77	12892.77	1.44859480611882	1
chr1	8000001	9000000	1000000	+	chr1:8000000-9000000	19692.39	19692.39	1.84916399857702	2
chr1	9000001	10000000	1000000	+	chr1:9000000-10000000	22236.06	22236.06	1.64247598719317	2
chr1	10000001	11000000	1000000	+	chr1:10000000-11000000	19727.66	19727.66	1.65065812877979	2
chr1	11000001	12000000	1000000	+	chr1:11000000-12000000	21020.87	21020.87	1.70366417644966	2
chr1	12000001	13000000	1000000	+	chr1:12000000-13000000	15892.3	15892.3	1.7911775168979	2
chr1	13000001	14000000	1000000	+	chr1:13000000-14000000	4342.04	4342.04	1.85699039487727	2
chr1	14000001	15000000	1000000	+	chr1:14000000-15000000	9795.41	9795.41	1.72572038420491	2
chr1	15000001	16000000	1000000	+	chr1:15000000-16000000	16227.69	16227.69	1.60476698683742	2
chr1	16000001	17000000	1000000	+	chr1:16000000-17000000	19127.34	19127.34	1.70117395944504	2
chr1	17000001	18000000	1000000	+	chr1:17000000-18000000	13819.04	13819.04	1.39665599430808	1
chr1	18000001	19000000	1000000	+	chr1:18000000-19000000	11055.72	11055.72	1.14656705798648	1
chr1	19000001	20000000	1000000	+	chr1:19000000-20000000	16804.38	16804.38	1.69405905371754	2
chr1	20000001	21000000	1000000	+	chr1:20000000-21000000	14224.58	14224.58	1.57346140163643	2
chr1	21000001	22000000	1000000	+	chr1:21000000-22000000	19175.48	19175.48	1.84667378157239	2
chr1	22000001	23000000	1000000	+	chr1:22000000-23000000	18581.78	18581.78	1.68765563856279	2
chr1	23000001	24000000	1000000	+	chr1:23000000-24000000	18961.05	18961.05	1.72892209178228	2
chr1	24000001	25000000	1000000	+	chr1:24000000-25000000	20414.93	20414.93	1.94450373532551	2
chr1	25000001	26000000	1000000	+	chr1:25000000-26000000	16172.84	16172.84	1.71433653504091	2
chr1	26000001	27000000	1000000	+	chr1:26000000-27000000	20965.61	20965.61	1.70401992173604	2
chr1	27000001	28000000	1000000	+	chr1:27000000-28000000	22827.91	22827.91	1.82924226254002	2
chr1	28000001	29000000	1000000	+	chr1:28000000-29000000	26572.72	26572.72	2.11526147278549	2
chr1	29000001	30000000	1000000	+	chr1:29000000-30000000	15889.88	15889.88	1.62575595873355	2
chr1	30000001	31000000	1000000	+	chr1:30000000-31000000	7375.27	7375.27	0.858769121309143	1
chr1	31000001	32000000	1000000	+	chr1:31000000-32000000	18167.78	18167.78	1.77054429028815	2
chr1	32000001	33000000	1000000	+	chr1:32000000-33000000	20870.77	20870.77	1.74813233724653	2
chr1	33000001	34000000	1000000	+	chr1:33000000-34000000	17983.77	17983.77	1.75382426182853	2
chr1	34000001	35000000	1000000	+	chr1:34000000-35000000	7124.66	7124.66	1.43934542867307	1
chr1	35000001	36000000	1000000	+	chr1:35000000-36000000	17643.96	17643.96	2.10103166133049	2
chr1	36000001	37000000	1000000	+	chr1:36000000-37000000	22118.12	22118.12	1.90715048025614	2
chr1	37000001	38000000	1000000	+	chr1:37000000-38000000	11762.23	11762.23	1.26503023834934	1
chr1	38000001	39000000	1000000	+	chr1:38000000-39000000	14986.39	14986.39	1.66275346851654	2
chr1	39000001	40000000	1000000	+	chr1:39000000-40000000	18215.04	18215.04	1.92102454642476	2
chr1	40000001	41000000	1000000	+	chr1:40000000-41000000	19879.93	19879.93	1.96762717893988	2
chr1	41000001	42000000	1000000	+	chr1:41000000-42000000	15823.14	15823.14	1.68054073283529	2
chr1	42000001	43000000	1000000	+	chr1:42000000-43000000	11555.54	11555.54	1.66737815723942	2
chr1	43000001	44000000	1000000	+	chr1:43000000-44000000	17469.15	17469.15	1.82070437566702	2
chr1	44000001	45000000	1000000	+	chr1:44000000-45000000	13783.82	13783.82	1.59978655282817	2
chr1	45000001	46000000	1000000	+	chr1:45000000-46000000	19349.17	19349.17	1.82212735681252	2
chr1	46000001	47000000	1000000	+	chr1:46000000-47000000	19065.93	19065.93	1.90466026325151	2
chr1	47000001	48000000	1000000	+	chr1:47000000-48000000	12129.66	12129.66	1.67271433653504	2
chr1	48000001	49000000	1000000	+	chr1:48000000-49000000	8036.86	8036.86	1.41302027748132	1
chr1	49000001	50000000	1000000	+	chr1:49000000-50000000	6352.42	6352.42	1.62682319459267	2
chr1	50000001	51000000	1000000	+	chr1:50000000-51000000	8180.01	8180.01	1.64781216648879	2
chr1	51000001	52000000	1000000	+	chr1:51000000-52000000	19928.51	19928.51	2.23265741728922	2
chr1	52000001	53000000	1000000	+	chr1:52000000-53000000	18076.84	18076.84	2.0412664532195	2
chr1	53000001	54000000	1000000	+	chr1:53000000-54000000	17223.86	17223.86	1.75275702596941	2
chr1	54000001	55000000	1000000	+	chr1:54000000-55000000	15956.85	15956.85	1.6378512984703	2
chr1	55000001	56000000	1000000	+	chr1:55000000-56000000	13422.15	13422.15	1.68765563856279	2
chr1	56000001	57000000	1000000	+	chr1:56000000-57000000	7151.14	7151.14	1.80434009249377	2
chr1	57000001	58000000	1000000	+	chr1:57000000-58000000	7700.07	7700.07	1.83564567769477	2
chr1	58000001	59000000	1000000	+	chr1:58000000-59000000	6323.57	6323.57	1.64212024190679	2
chr1	59000001	60000000	1000000	+	chr1:59000000-60000000	9029.94	9029.94	1.79758093205265	2
chr1	60000001	61000000	1000000	+	chr1:60000000-61000000	6322.41	6322.41	2.07612949128424	2
chr1	61000001	62000000	1000000	+	chr1:61000000-62000000	8309.1	8309.1	1.87833511205977	2
chr1	62000001	63000000	1000000	+	chr1:62000000-63000000	18474.34	18474.34	2.11917467093561	2
